parcela,arvore,comum,cientifico,familia,dap2014,medicao
T01,6,cajuacu,Anacardium spruceanum,Anacardiaceae,78.9,20140414
T01,15,parajuba,Manilkara bidentata,Sapotaceae,39.6,20140414
T01,16,guajara branco,Pouteria sp.,Sapotaceae,46.5,20140414
T01,17,seringueira,Hevea brasiliensis,Euphorbiaceae,58.6,20140414
T01,18,guajara branco,Pouteria sp.,Sapotaceae,42.5,20140414
T01,23,jatereu,Lecythis idatimon,Lecythidaceae,35.2,20140414
T01,24,guajara branco,Pouteria sp.,Sapotaceae,59.3,20140414
T01,27,abiurana,Pouteria gongrijpii,Sapotaceae,53.2,20140414
T01,28,guajara branco,Pouteria sp.,Sapotaceae,52.4,20140414
T01,29,morta,NA,NA,40.2,20140414
T01,33,ucurana,Sloanea guianensis,Elaeocarpaceae,40.8,20140414
T01,36,cajuacu,Anacardium spruceanum,Anacardiaceae,38.8,20140414
T01,41,caramuxi,Pouteria hispida,Sapotaceae,46.5,20140414
T01,47,matamata,Eschweilera parviflora,Lecythidaceae,44.8,20140414
T01,48,abiurana,Pouteria gongrijpii,Sapotaceae,39.1,20140414
T01,53,matamata,Eschweilera amazonica,Lecythidaceae,47,20140414
T01,54,matamata,Eschweilera amazonica,Lecythidaceae,36.9,20140414
T01,63,guajara branco,Pouteria sp.,Sapotaceae,71.6,20140414
T01,74,sucupira,Diplotropis sp.,Fabaceae,41.8,20140414
T01,78,inhare,Helicostylis sp.,Moraceae,37.1,20140414
T01,84,caramuxi,Pouteria hispida,Sapotaceae,47,20140414
T01,89,morta,NA,NA,35.6,20140414
T01,92,jatereu,Lecythis idatimon,Lecythidaceae,42,20140414
T01,108,matamata,Eschweilera amazonica,Lecythidaceae,37.5,20140414
T01,109,breu manga,Tetragastris altissima,Burseraceae,54.6,20140414
T01,110,sucupira,Diplotropis sp.,Fabaceae,42.6,20140414
T01,113,seringarana,Micrandra minor,Euphorbiaceae,47.8,20140414
T01,116,pintadinho,Poeppigia procera,Fabaceae,39.9,20140414
T01,117,tanibuca,Terminalia amazonia,Combretaceae,35.4,20140414
T01,119,tachi preto,Tachigali myrmecophila,Fabaceae,83,20140414
T01,120,parajuba,Manilkara bidentata,Sapotaceae,53.7,20140414
T01,123,timborana,Pseudopiptadenia suaveolens,Fabaceae,48.6,20140414
T01,129,jutai,Hymenaea parvifolia,Fabaceae,59.6,20140414
T01,136,parajuba,Manilkara bidentata,Sapotaceae,37.8,20140414
T01,138,morta,NA,NA,36.6,20140414
T01,142,jatereu,Lecythis idatimon,Lecythidaceae,37,20140414
T01,145,guajara branco,Pouteria sp.,Sapotaceae,53.5,20140414
T01,152,tauari,Couratari stellata,Lecythidaceae,41,20140414
T01,153,tatapiririca,Tapirira guianensis,Anacardiaceae,36.9,20140414
T01,154,matamata,Eschweilera amazonica,Lecythidaceae,39,20140414
T01,156,copaiba,Copaifera reticulata,Fabaceae,51.5,20140414
T01,157,timborana,Pseudopiptadenia suaveolens,Fabaceae,51.5,20140414
T01,159,axixa,Sterculia pruriens,Malvaceae,58.3,20140414
T01,160,matamata branco,Eschweilera coriacea,Lecythidaceae,56.2,20140414
T01,161,parajuba,Manilkara bidentata,Sapotaceae,39.6,20140414
T01,162,breu barrote,Tetragastris panamensis,Burseraceae,41.2,20140414
T01,163,timborana,Pseudopiptadenia suaveolens,Fabaceae,40.3,20140414
T01,164,abiurana,Pouteria gongrijpii,Sapotaceae,49.9,20140414
T01,165,matamata preto,Eschweilera ovata,Lecythidaceae,45.1,20140414
T01,167,tauari,Couratari stellata,Lecythidaceae,50.5,20140414
T01,168,matamata,Eschweilera parviflora,Lecythidaceae,56.5,20140414
T01,170,seringarana,Micrandra minor,Euphorbiaceae,39,20140414
T01,171,matamata preto,Eschweilera ovata,Lecythidaceae,35.6,20140414
T01,172,louro preto,Nectandra cuspidata,Lauraceae,51.4,20140414
T01,173,sucupira tento,Ormosia nobilis,Fabaceae,60.1,20140414
T01,175,inhare,Helicostylis sp.,Moraceae,35.4,20140414
T01,176,matamata preto,Eschweilera ovata,Lecythidaceae,36.6,20140414
T01,178,abiurana,Pouteria gongrijpii,Sapotaceae,49.7,20140414
T01,179,casca seca,Licania canescens,Chrysobalanaceae,46.9,20140414
T01,180,cajuacu,Anacardium spruceanum,Anacardiaceae,94.9,20140414
T01,181,parajuba,Manilkara bidentata,Sapotaceae,37,20140414
T01,183,louro preto,Nectandra cuspidata,Lauraceae,41.2,20140414
T01,184,matamata branco,Eschweilera coriacea,Lecythidaceae,39.9,20140414
T01,185,muirapiranga,Brosimum rubescens,Moraceae,55.9,20140414
T01,186,matamata vermelho,Eschweilera coriacea,Lecythidaceae,44.1,20140414
T01,187,matamata branco,Eschweilera coriacea,Lecythidaceae,40.4,20140414
T01,188,jatereu,Lecythis idatimon,Lecythidaceae,54.1,20140414
T02,2,casca seca,Licania canescens,Chrysobalanaceae,73.2,20140414
T02,17,breu branco,Protium paniculatum,Burseraceae,46.3,20140414
T02,18,tento,Ormosia grossa,Fabaceae,50.1,20140414
T02,20,guajara branco,Pouteria sp.,Sapotaceae,55.7,20140414
T02,22,casca seca,Licania canescens,Chrysobalanaceae,38,20140414
T02,23,muirapiranga,Brosimum rubescens,Moraceae,76.5,20140414
T02,24,abiurana,Pouteria gongrijpii,Sapotaceae,55.3,20140414
T02,29,piquia,Caryocar villosum,Caryocaraceae,88.3,20140414
T02,33,mapatirana,Pourouma villosa,Urticaceae,59.1,20140414
T02,35,abiurana,Pouteria gongrijpii,Sapotaceae,47.7,20140414
T02,41,coco-pau,Couepia robusta,Chrysobalanaceae,49.7,20140414
T02,42,matamata,Eschweilera amazonica,Lecythidaceae,36,20140414
T02,47,fava,Parkia sp.,Fabaceae,44,20140414
T02,51,morta,NA,NA,58.9,20140414
T02,52,parajuba,Manilkara bidentata,Sapotaceae,40.6,20140414
T02,55,amapa amargoso,Brosimum guianense,Moraceae,51.2,20140414
T02,66,abiu cutite,NA,NA,42.5,20140414
T02,75,breu branco,Protium paniculatum,Burseraceae,54.6,20140414
T02,77,macucu,Licania guianensis,Chrysobalanaceae,37.8,20140414
T02,79,abiu cutite,NA,NA,48,20140414
T02,84,fava-core,Parkia nitida,Fabaceae,89.2,20140414
T02,87,abiurana,Pouteria gongrijpii,Sapotaceae,46.7,20140414
T02,90,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,41.9,20140414
T02,92,casca seca,Licania canescens,Chrysobalanaceae,37.2,20140414
T02,94,guajara branco,Pouteria sp.,Sapotaceae,51,20140414
T02,98,cupiuba,Goupia glabra,Goupiaceae,65,20140414
T02,102,sucupira,Diplotropis sp.,Fabaceae,51.3,20140414
T02,110,abiu cutite,NA,NA,59.1,20140414
T02,113,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,66,20140414
T02,116,macucu,Licania guianensis,Chrysobalanaceae,38,20140414
T02,117,morta,NA,NA,41.3,20140414
T02,120,pintadinho,Poeppigia procera,Fabaceae,38.2,20140414
T02,122,casca seca,Licania canescens,Chrysobalanaceae,38.2,20140414
T02,125,freijo branco,Cordia scabrifolia,Boraginaceae,41.2,20140414
T02,127,morta,NA,NA,40.7,20140414
T02,128,matamata,Eschweilera amazonica,Lecythidaceae,46,20140414
T02,130,matamata vermelho,Eschweilera coriacea,Lecythidaceae,57.1,20140414
T02,136,tachi preto,Tachigali myrmecophila,Fabaceae,51.1,20140414
T02,137,joao-mole,Neea oppositifolia,Nyctaginaceae,52,20140414
T02,143,louro vermelho,Sextonia rubra,Lauraceae,80,20140414
T02,151,araracanga,Aspidosperma spruceanum,Apocynaceae,55.5,20140414
T02,152,embauba,Cecropia ficifolia,Urticaceae,44,20140414
T02,153,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,20140414
T02,154,embauba,Cecropia ficifolia,Urticaceae,41.9,20140414
T02,155,matamata preto,Eschweilera ovata,Lecythidaceae,38.1,20140414
T02,156,pau-jacare,Laetia procera,Salicaceae,54.6,20140414
T02,157,tachi preto,Tachigali myrmecophila,Fabaceae,75,20140414
T02,158,casca seca,Licania canescens,Chrysobalanaceae,48.6,20140414
T02,159,guajara branco,Pouteria sp.,Sapotaceae,54.5,20140414
T02,160,macaranduba,Manilkara huberi,Sapotaceae,36.5,20140414
T02,161,casca seca,Licania canescens,Chrysobalanaceae,48.9,20140414
T02,162,casca seca,Licania canescens,Chrysobalanaceae,46.3,20140414
T02,163,morta,NA,NA,53,20140414
T02,164,morta,NA,NA,46.3,20140414
T02,165,macaranduba,Manilkara huberi,Sapotaceae,54.5,20140414
T02,166,morta,NA,NA,46,20140414
T02,167,morta,NA,NA,57.6,20140414
T02,168,fava-saboeiro,Abarema cochleata,Fabaceae,53,20140414
T02,169,roxinho,Peltogyne lecointei,Fabaceae,38.7,20140414
T02,170,embauba,Cecropia ficifolia,Urticaceae,43.9,20140414
T02,171,matamata branco,Eschweilera coriacea,Lecythidaceae,58.8,20140414
T02,172,pintadinho,Poeppigia procera,Fabaceae,44.7,20140414
T02,173,matamata branco,Eschweilera coriacea,Lecythidaceae,40.3,20140414
T02,174,abiurana,Pouteria gongrijpii,Sapotaceae,49.5,20140414
T02,176,morta,NA,NA,50,20140414
T02,177,pintadinho,Poeppigia procera,Fabaceae,48,20140414
T02,178,uxirana,Sacoglottis guianensis,Humiriaceae,37.8,20140414
T02,179,copaiba,Copaifera reticulata,Fabaceae,81.9,20140414
T02,180,matamata preto,Eschweilera ovata,Lecythidaceae,42,20140414
T02,181,macucu,Licania guianensis,Chrysobalanaceae,53.5,20140414
T02,182,casca seca,Licania canescens,Chrysobalanaceae,45.1,20140414
T02,183,morta,NA,NA,35.9,20140414
T02,184,abiurana casca fina,Pouteria retinervis,Sapotaceae,42.5,20140414
T02,185,capueiro,Rinorea guianensis,Violaceae,36.9,20140414
T02,186,abiurana,Pouteria gongrijpii,Sapotaceae,53,20140414
T02,187,matamata branco,Eschweilera coriacea,Lecythidaceae,36.7,20140414
T02,188,louro canelado,Ocotea canaliculata,Lauraceae,56.8,20140414
T03,2,caramuxi,Pouteria hispida,Sapotaceae,50.6,20140414
T03,3,parajuba,Manilkara bidentata,Sapotaceae,50.5,20140414
T03,26,matamata,Eschweilera parviflora,Lecythidaceae,60.8,20140414
T03,31,tachi,Tachigali myrmecophila,Fabaceae,63,20140414
T03,35,tachi,Tachigali myrmecophila,Fabaceae,48.8,20140414
T03,42,matamata,Eschweilera parviflora,Lecythidaceae,70,20140414
T03,49,morta,NA,NA,35.9,20140414
T03,56,guajara branco,Pouteria sp.,Sapotaceae,49.1,20140414
T03,57,pau amarelo,Euxylophora paraensis,Rutaceae,68.6,20140414
T03,59,pau amarelo,Euxylophora paraensis,Rutaceae,102,20140414
T03,68,seringueira,Hevea brasiliensis,Euphorbiaceae,40.5,20140414
T03,72,envira,Xylopia sp.,Annonaceae,62.1,20140414
T03,76,louro vermelho,Sextonia rubra,Lauraceae,61.6,20140414
T03,85,inhare,Helicostylis sp.,Moraceae,63.8,20140414
T03,87,macaranduba,Manilkara huberi,Sapotaceae,67,20140414
T03,91,louro preto,Ocotea cernua,Lauraceae,41.2,20140414
T03,95,morta,NA,NA,36,20140414
T03,97,breu branco,Protium paniculatum,Burseraceae,44,20140414
T03,98,matamata,Eschweilera amazonica,Lecythidaceae,45.7,20140414
T03,102,abiurana,Pouteria gongrijpii,Sapotaceae,47.4,20140414
T03,103,pau amarelo,Euxylophora paraensis,Rutaceae,121.5,20140414
T03,107,timborana,Pseudopiptadenia suaveolens,Fabaceae,65,20140414
T03,109,macaranduba,Manilkara huberi,Sapotaceae,83.1,20140414
T03,111,parajuba,Manilkara bidentata,Sapotaceae,72.1,20140414
T03,116,taperebarana,Spondias sp.,Anacardiaceae,68.9,20140414
T03,119,parajuba,Manilkara bidentata,Sapotaceae,80,20140414
T03,120,breu vermelho,Protium hebetatum,Burseraceae,37.7,20140414
T03,143,caramuxi,Pouteria hispida,Sapotaceae,37.5,20140414
T03,146,uxirana,Sacoglottis guianensis,Humiriaceae,46,20140414
T03,148,copaiba,Copaifera reticulata,Fabaceae,70.3,20140414
T03,156,abiurana,Pouteria gongrijpii,Sapotaceae,64,20140414
T03,157,morta,NA,NA,49.8,20140414
T03,161,fava-atana,Parkia gigantocarpa,Fabaceae,97,20140414
T03,169,inhare,Helicostylis sp.,Moraceae,52,20140414
T03,170,inga,Inga marginata,Fabaceae,38.6,20140414
T03,171,mapatirana,Pourouma villosa,Urticaceae,42,20140414
T03,172,breu vermelho,Protium hebetatum,Burseraceae,38.2,20140414
T03,173,jatereu,Lecythis idatimon,Lecythidaceae,37.5,20140414
T03,174,iperana,Eperua bijuga,Fabaceae,36.7,20140414
T03,175,iperana,Eperua bijuga,Fabaceae,36.7,20140414
T03,177,matamata preto,Eschweilera ovata,Lecythidaceae,46.3,20140414
T03,178,breu vermelho,Protium hebetatum,Burseraceae,49.5,20140414
T03,179,pente-de-macaco,Apeiba petoumo,Malvaceae,42.5,20140414
T03,180,mapatirana,Pourouma minor,Urticaceae,42.5,20140414
T03,181,barrote,Tetragastris altissima,Burseraceae,54,20140414
T03,182,matamata preto,Eschweilera ovata,Lecythidaceae,53,20140414
T03,183,abiurana,Pouteria gongrijpii,Sapotaceae,45.7,20140414
T03,184,abiurana,Pouteria gongrijpii,Sapotaceae,45.5,20140414
T03,185,tauari,Couratari stellata,Lecythidaceae,51,20140414
T03,186,axixa,Sterculia pruriens,Malvaceae,46.8,20140414
T03,187,matamata branco,Eschweilera coriacea,Lecythidaceae,46.7,20140414
T04,4,andirobarana,Guarea guidonia,Meliaceae,35.5,20140414
T04,12,piquiarana,Caryocar glabrum,Caryocaraceae,54.9,20140414
T04,13,angelim vermelho,Dinizia excelsa,Fabaceae,200,20140414
T04,30,morta,NA,NA,51.1,20140414
T04,35,anani,Symphonia globulifera,Clusiaceae,40.9,20140414
T04,42,muirapiranga,Brosimum rubescens,Moraceae,55.6,20140414
T04,44,louro preto,Nectandra cuspidata,Lauraceae,66,20140414
T04,47,cajuacu,Anacardium spruceanum,Anacardiaceae,74.2,20140414
T04,56,abiurana,Pouteria gongrijpii,Sapotaceae,38.5,20140414
T04,58,uxirana,Sacoglottis guianensis,Humiriaceae,51,20140414
T04,60,tachi vermelho,Tachigali paniculata,Fabaceae,67,20140414
T04,62,casca seca,Licania canescens,Chrysobalanaceae,41.3,20140414
T04,63,matamata,Eschweilera parviflora,Lecythidaceae,44,20140414
T04,67,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,80,20140414
T04,69,caramuxi,Pouteria hispida,Sapotaceae,46.2,20140414
T04,71,barrote,Tetragastris altissima,Burseraceae,52,20140414
T04,74,iperana,Eperua bijuga,Fabaceae,48.2,20140414
T04,75,abiurana,Pouteria gongrijpii,Sapotaceae,39.9,20140414
T04,79,jatereu,Lecythis idatimon,Lecythidaceae,37.4,20140414
T04,83,matamata preto,Eschweilera ovata,Lecythidaceae,50.5,20140414
T04,87,matamata branco,Eschweilera coriacea,Lecythidaceae,39,20140414
T04,89,seringarana,Micrandra minor,Euphorbiaceae,57.7,20140414
T04,94,matamata branco,Eschweilera coriacea,Lecythidaceae,60.9,20140414
T04,96,copaiba,Copaifera reticulata,Fabaceae,48.4,20140414
T04,99,barrote,Tetragastris altissima,Burseraceae,46,20140414
T04,100,jatereu,Lecythis idatimon,Lecythidaceae,74,20140414
T04,102,breu vermelho,Protium hebetatum,Burseraceae,47.7,20140414
T04,108,abiurana,Pouteria gongrijpii,Sapotaceae,51.6,20140414
T04,111,tachi preto,Tachigali myrmecophila,Fabaceae,60,20140414
T04,117,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,41.1,20140414
T04,118,seringarana,Micrandra minor,Euphorbiaceae,56.9,20140414
T04,124,morta,NA,NA,50,20140414
T04,125,abiurana,Pouteria gongrijpii,Sapotaceae,39,20140414
T04,127,pau santo,Zollernia paraensis,Fabaceae,69,20140414
T04,128,fava-bolacha,Vatairea guianensis,Fabaceae,60,20140414
T04,137,pintadinho,Poeppigia procera,Fabaceae,39.2,20140414
T04,138,barrote,Tetragastris altissima,Burseraceae,60.9,20140414
T04,143,matamata preto,Eschweilera ovata,Lecythidaceae,42.8,20140414
T04,146,morta,NA,NA,46.8,20140414
T04,147,morta,NA,NA,36.5,20140414
T04,148,macaranduba,Manilkara huberi,Sapotaceae,37.2,20140414
T04,149,ucurana,Sloanea guianensis,Elaeocarpaceae,43,20140414
T04,150,uxi,Endopleura uchi,Humiriaceae,60.5,20140414
T04,151,abiurana,Pouteria gongrijpii,Sapotaceae,55.1,20140414
T04,152,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,20140414
T04,153,matamata branco,Eschweilera coriacea,Lecythidaceae,45.3,20140414
T04,154,abiurana,Pouteria gongrijpii,Sapotaceae,46.1,20140414
T04,155,ucuuba,Virola michelii,Myristicaceae,41.7,20140414
T04,156,maracatiara,Astronium graveolens,Anacardiaceae,68.1,20140414
T04,157,macaranduba,Manilkara huberi,Sapotaceae,38.6,20140414
T04,159,muiratinga,Maquira coriacea,Moraceae,40.2,20140414
T04,160,breu vermelho,Protium hebetatum,Burseraceae,43.3,20140414
T04,161,breu barrote,Tetragastris panamensis,Burseraceae,49.2,20140414
T04,162,jatereu,Lecythis idatimon,Lecythidaceae,36.9,20140414
T04,163,morta,NA,NA,39.5,20140414
T04,165,cupiuba,Goupia glabra,Goupiaceae,42.5,20140414
T04,166,iperana,Eperua bijuga,Fabaceae,44.8,20140414
T04,167,morta,NA,NA,35.4,20140414
T04,168,caramuxi,Pouteria hispida,Sapotaceae,46,20140414
T04,169,caramuxi,Pouteria hispida,Sapotaceae,38.2,20140414
T04,170,morta,NA,NA,38.1,20140414
T04,171,matamata branco,Eschweilera coriacea,Lecythidaceae,44.4,20140414
T04,172,iperana,Eperua bijuga,Fabaceae,42.4,20140414
T04,173,louro preto,Nectandra cuspidata,Lauraceae,47.7,20140414
T04,174,abiurana,Pouteria gongrijpii,Sapotaceae,39.8,20140414
T04,175,casca seca,Licania canescens,Chrysobalanaceae,43.6,20140414
T04,176,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,51.5,20140414
T04,177,abiurana,Pouteria gongrijpii,Sapotaceae,54.6,20140414
T04,178,casca seca,Licania canescens,Chrysobalanaceae,47.2,20140414
T05,5,freijo branco,Cordia scabrifolia,Boraginaceae,36.4,20140218
T05,6,ucuuba,Virola michelii,Myristicaceae,47.7,20140218
T05,10,tachirana,Stryphnodendron paniculatum,Fabaceae,86.6,20140218
T05,29,guajara branco,Pouteria sp.,Sapotaceae,44.7,20140218
T05,36,morta,NA,NA,77.8,20140218
T05,38,morta,NA,NA,38,20140218
T05,49,breu barrote,Tetragastris panamensis,Burseraceae,45.4,20140218
T05,56,barrote,Tetragastris altissima,Burseraceae,46.1,20140218
T05,66,macaranduba,Manilkara huberi,Sapotaceae,87.8,20140218
T05,75,abiurana,Pouteria gongrijpii,Sapotaceae,63,20140218
T05,76,inga,Inga marginata,Fabaceae,38,20140218
T05,81,jatereu,Lecythis idatimon,Lecythidaceae,39.9,20140218
T05,83,abiurana,Pouteria gongrijpii,Sapotaceae,69.8,20140218
T05,96,morta,NA,NA,80.6,20140218
T05,99,timborana,Pseudopiptadenia suaveolens,Fabaceae,40.5,20140218
T05,113,acoita-cavalo,Luehea speciosa,Malvaceae,52,20140218
T05,114,caramuxi,Pouteria hispida,Sapotaceae,51,20140218
T05,124,goiabao,Pradosia cochlearia,Sapotaceae,65.4,20140218
T05,128,guajara-mirim,Pouteria sp.,Sapotaceae,64.6,20140218
T05,129,morta,NA,NA,46,20140218
T05,134,maracatiara,Astronium graveolens,Anacardiaceae,111,20140218
T05,137,morta,NA,NA,45.8,20140218
T05,151,louro preto,Nectandra cuspidata,Lauraceae,44.3,20140218
T05,153,abiurana,Pouteria gongrijpii,Sapotaceae,68,20140218
T05,160,barrote,Tetragastris altissima,Burseraceae,55.7,20140218
T05,165,barrote,Tetragastris altissima,Burseraceae,57.2,20140218
T05,169,seringueira,Hevea brasiliensis,Euphorbiaceae,43.9,20140218
T05,170,jarana,Lecythis lurida,Lecythidaceae,38.9,20140218
T05,172,macaranduba,Manilkara huberi,Sapotaceae,37.8,20140218
T05,173,breu barrote,Tetragastris panamensis,Burseraceae,55,20140218
T05,174,breu barrote,Tetragastris panamensis,Burseraceae,52.7,20140218
T05,175,matamata branco,Eschweilera coriacea,Lecythidaceae,41.7,20140218
T05,176,matamata preto,Eschweilera ovata,Lecythidaceae,39.3,20140218
T05,177,abiurana,Pouteria gongrijpii,Sapotaceae,55,20140218
T05,178,embauba toren,Cecropia engleriana,Urticaceae,49.5,20140218
T05,179,fava-saboeiro,Abarema jupunba,Fabaceae,58.5,20140218
T05,180,pau-de-remo,Chimarrhis turbinata,Rubiaceae,43.5,20140218
T05,181,inga branco,Inga thibaudiana,Fabaceae,36.2,20140218
T05,182,abiurana,Pouteria gongrijpii,Sapotaceae,43,20140218
T05,183,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,70.8,20140218
T05,184,jarana,Lecythis lurida,Lecythidaceae,43.2,20140218
T05,185,axixa,Sterculia pruriens,Malvaceae,39.3,20140218
T05,186,matamata branco,Eschweilera coriacea,Lecythidaceae,42.5,20140218
T05,188,abiu cramuri,NA,NA,36.7,20140218
T05,189,matamata preto,Eschweilera ovata,Lecythidaceae,41.6,20140218
T05,190,matamata preto,Eschweilera ovata,Lecythidaceae,37.7,20140218
T05,191,araracanga,Aspidosperma spruceanum,Apocynaceae,35.8,20140218
T05,192,jatereu,Lecythis idatimon,Lecythidaceae,36.2,20140218
T05,193,pau-de-macaco,Apeiba membranacea,Malvaceae,41.7,20140218
T05,194,maracatiara,Astronium graveolens,Anacardiaceae,42,20140218
T05,195,pau-de-macaco,Apeiba membranacea,Malvaceae,35.8,20140218
T05,196,breu vermelho,Protium hebetatum,Burseraceae,59.5,20140218
T05,197,matamata branco,Eschweilera coriacea,Lecythidaceae,47.5,20140218
T05,198,matamata preto,Eschweilera ovata,Lecythidaceae,36,20140218
T05,200,morta,NA,NA,38,20140218
T06,3,parajuba,Manilkara bidentata,Sapotaceae,44.2,20140224
T06,7,jutai,Hymenaea parvifolia,Fabaceae,59.8,20140224
T06,8,tauari,Couratari stellata,Lecythidaceae,70,20140224
T06,12,abiurana,Pouteria gongrijpii,Sapotaceae,49.4,20140224
T06,13,iperana,Eperua bijuga,Fabaceae,35.9,20140224
T06,15,matamata,Eschweilera parviflora,Lecythidaceae,60.8,20140224
T06,17,matamata,Eschweilera parviflora,Lecythidaceae,67.3,20140224
T06,23,matamata,Eschweilera amazonica,Lecythidaceae,50.4,20140224
T06,25,matamata,Eschweilera parviflora,Lecythidaceae,36.9,20140224
T06,26,matamata,Eschweilera parviflora,Lecythidaceae,52,20140224
T06,28,matamata,Eschweilera parviflora,Lecythidaceae,47.9,20140224
T06,33,parajuba,Manilkara bidentata,Sapotaceae,109.7,20140224
T06,35,barrote,Tetragastris altissima,Burseraceae,58.6,20140224
T06,38,ucuuba,Virola michelii,Myristicaceae,38.9,20140224
T06,39,morta,NA,NA,40,20140224
T06,44,abiurana,Pouteria gongrijpii,Sapotaceae,35.1,20140224
T06,49,abiurana,Pouteria gongrijpii,Sapotaceae,38.9,20140224
T06,50,tachirana,Stryphnodendron paniculatum,Fabaceae,51.4,20140224
T06,56,guajara,Pouteria sp.,Sapotaceae,67.4,20140224
T06,59,louro preto,Ocotea cernua,Lauraceae,50.8,20140224
T06,62,matamata,Eschweilera parviflora,Lecythidaceae,50.7,20140224
T06,65,barrote,Tetragastris altissima,Burseraceae,66.9,20140224
T06,66,barrote,Tetragastris altissima,Burseraceae,52.7,20140224
T06,70,barrote vermelho,Tetragastris sp.,Burseraceae,66.8,20140224
T06,76,guajara,Pouteria sp.,Sapotaceae,42,20140224
T06,90,abiurana,Pouteria gongrijpii,Sapotaceae,55.1,20140224
T06,115,matamata,Eschweilera parviflora,Lecythidaceae,36.8,20140224
T06,121,jarana,Lecythis lurida,Lecythidaceae,86.8,20140224
T06,125,abiurana,Pouteria gongrijpii,Sapotaceae,51,20140224
T06,129,barrote,Tetragastris altissima,Burseraceae,65.6,20140224
T06,136,macaranduba,Manilkara huberi,Sapotaceae,59.2,20140224
T06,142,axixa,Sterculia pruriens,Malvaceae,56.8,20140224
T06,144,jarana,Lecythis lurida,Lecythidaceae,46.3,20140224
T06,146,abiurana,Pouteria gongrijpii,Sapotaceae,75,20140224
T06,147,morta,NA,NA,50.5,20140224
T06,153,goiabao,Pradosia cochlearia,Sapotaceae,40.4,20140224
T06,154,goiabao,Pradosia cochlearia,Sapotaceae,55.1,20140224
T06,156,matamata,Eschweilera amazonica,Lecythidaceae,56,20140224
T06,163,goiabao,Pradosia cochlearia,Sapotaceae,38.8,20140224
T06,165,abiurana,Pouteria gongrijpii,Sapotaceae,36.6,20140224
T06,166,tanibuca,Terminalia amazonia,Combretaceae,46,20140224
T06,167,parajuba,Manilkara bidentata,Sapotaceae,56.5,20140224
T06,168,parajuba,Manilkara bidentata,Sapotaceae,55.6,20140224
T06,169,abiurana casca fina,Pouteria retinervis,Sapotaceae,45,20140224
T06,170,iperana,Eperua bijuga,Fabaceae,36.3,20140224
T06,171,goiabao,Pradosia cochlearia,Sapotaceae,44.7,20140224
T06,172,jutai-mirim,Hymenaea parvifolia,Fabaceae,40.7,20140224
T06,173,jutai-pororoca,Dialium guianense,Fabaceae,42.2,20140224
T06,174,jatoba,Hymenaea courbaril,Fabaceae,48.6,20140224
T06,175,jatereu,Lecythis idatimon,Lecythidaceae,39.6,20140224
T06,176,barrote,Tetragastris altissima,Burseraceae,45.9,20140224
T06,177,seringarana,Micrandra minor,Euphorbiaceae,42.2,20140224
T06,178,abiurana,Pouteria gongrijpii,Sapotaceae,62.2,20140224
T06,179,mato,NA,NA,49.9,20140224
T06,180,iperana,Eperua bijuga,Fabaceae,41.6,20140224
T06,181,abiurana branca,Pouteria guianensis,Sapotaceae,49.9,20140224
T06,182,abiurana,Pouteria gongrijpii,Sapotaceae,38.5,20140224
T06,183,ucuuba,Virola michelii,Myristicaceae,45.2,20140224
T06,184,breu barrote,Tetragastris panamensis,Burseraceae,50,20140224
T06,185,pau-jacare,Laetia procera,Salicaceae,38.9,20140224
T06,186,breu barrote,Tetragastris panamensis,Burseraceae,43.9,20140224
T06,187,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,74.1,20140224
T06,188,tauari,Couratari stellata,Lecythidaceae,62,20140224
T06,189,abiurana,Pouteria gongrijpii,Sapotaceae,60,20140224
T06,190,parajuba,Manilkara bidentata,Sapotaceae,40.7,20140224
T06,191,uxi,Endopleura uchi,Humiriaceae,38,20140224
T07,1,timborana,Pseudopiptadenia suaveolens,Fabaceae,50.3,20140224
T07,2,casca seca,Licania canescens,Chrysobalanaceae,43.1,20140224
T07,5,ucuuba,Virola michelii,Myristicaceae,35.9,20140224
T07,24,carapanauba,Aspidosperma excelsum,Apocynaceae,94.4,20140224
T07,25,uxi,Endopleura uchi,Humiriaceae,75.9,20140224
T07,26,abiurana,Pouteria gongrijpii,Sapotaceae,42.5,20140224
T07,27,louro,Ocotea canaliculata,Lauraceae,44,20140224
T07,34,matamata,Eschweilera amazonica,Lecythidaceae,41.2,20140224
T07,37,matamata,Eschweilera parviflora,Lecythidaceae,38.3,20140224
T07,40,joao-mole,Neea oppositifolia,Nyctaginaceae,55,20140224
T07,42,tachi branco,Tachigali paniculata,Fabaceae,47.3,20140224
T07,51,matamata,Eschweilera amazonica,Lecythidaceae,59.1,20140224
T07,53,uxi,Endopleura uchi,Humiriaceae,92.5,20140224
T07,60,barrote,Tetragastris altissima,Burseraceae,48,20140224
T07,62,ucurana,Sloanea guianensis,Elaeocarpaceae,70.1,20140224
