Nome;Origem;MesFlorescimento;Fases
Abies alba Mill.;nativa;2;0
Acer campestre L.;nativa;2;0
Acer monspessulanum L.;nativa;2;0
Acer opalus Mill.;nativa;2;0
Acer platanoides L.;nativa;2;0
Acer pseudoplatanus L.;nativa;1;0
Aceras anthropophorum (L.) W. T. Aiton;nativa;2;0
Achillea atrata L.;nativa;3;0
Achillea clavennae L.;nativa;3;0
Achillea collina Becker ex Rchb.;nativa;6;0
Achillea macrophylla L.;nativa;3;0
Achillea millefolium L.;nativa;5;0
Achillea nobilis L.;nativa;5;0
Achillea pannonica Scheele;nativa;3;0
Achillea pratensis Saukel & R. LÑnger;nativa;7;0
Achillea ptarmica L.;nativa;3;0
Achillea salicifolia Besser;nativa;3;0
Achillea setacea Waldst. & Kit.;nativa;2;0
Achnatherum calamagrostis (L.) P. Beauv.;nativa;4;0
Acinos alpinus (L.) Moench;nativa;3;0
Acinos arvensis (Lam.) Dandy;nativa;4;0
Aconitum degenii (Arcang.) Mucher;nativa;3;0
Aconitum lycoctonum (Rchb. ex Spreng.) Nyman;nativa;3;0
Aconitum napellus L.;nativa;3;0
Aconitum pilipes (Rchb.) G†yer;nativa;3;0
Aconitum plicatum Kîhler ex Rchb.;nativa;3;0
Aconitum tauricum Wulfen;nativa;3;0
Aconitum variegatum L.;nativa;3;0
Actaea spicata L.;nativa;2;0
Adenophora liliifolia (L.) DC.;nativa;3;0
Adenostyles alliariae (Gouan) A. Kern.;nativa;2;0
Adenostyles glabra (Mill.) DC.;nativa;2;0
Adonis vernalis L.;nativa;2;0
Adoxa moschatellina L.;nativa;3;0
Aegopodium podagraria L.;nativa;2;0
Aethionema saxatile (L.) R. Br.;nativa;3;0
Agrimonia eupatoria L.;nativa;4;0
Agrimonia procera Wallr.;nativa;3;0
Agrostis agrostiflora (Beck) Rauschert;nativa;2;0
Agrostis alpina Scop.;nativa;3;0
Agrostis canina L.;nativa;3;0
Agrostis capillaris L.;nativa;2;0
Agrostis gigantea Roth;nativa;2;0
Agrostis rupestris All.;nativa;2;0
Agrostis schleicheri Jord. & Verl.;nativa;3;0
Agrostis stolonifera L.;nativa;2;0
Agrostis vinealis Schreb.;nativa;4;0
Aira caryophyllea L. s. str.;nativa;2;0
Aira praecox L.;nativa;2;0
Ajuga genevensis L.;nativa;3;0
Ajuga pyramidalis L.;nativa;4;0
Ajuga reptans L.;nativa;4;0
Alchemilla alpigena Buser;nativa;5;0
Alchemilla alpina L.;nativa;5;0
Alchemilla cleistophylla Rothm. & O. Schwarz;nativa;5;0
Alchemilla colorata Buser;nativa;5;0
Alchemilla connivens Buser;nativa;5;0
Alchemilla coriacea Buser;nativa;5;0
Alchemilla crinita Buser;nativa;6;0
Alchemilla cymatophylla Juz.;nativa;6;0
Alchemilla decumbens Buser;nativa;5;0
Alchemilla effusa Buser;nativa;6;0
Alchemilla exigua Buser ex Paulin;nativa;5;0
Alchemilla fallax Buser;nativa;5;0
Alchemilla filicaulis Buser;nativa;6;0
Alchemilla fissa GÅnther & Schummel;nativa;5;0
Alchemilla flabellata Buser;nativa;5;0
Alchemilla glabra Neygenf.;nativa;6;0
Alchemilla glaucescens Wallr.;nativa;6;0
Alchemilla glomerulans Buser;nativa;5;0
Alchemilla hoppeana (Rchb.) Dalla Torre;nativa;5;0
Alchemilla impexa Buser;nativa;5;0
Alchemilla incisa Buser;nativa;5;0
Alchemilla lineata Buser;nativa;5;0
Alchemilla lunaria S. E. Frîhner;nativa;5;0
Alchemilla micans Buser;nativa;6;0
Alchemilla monticola Opiz;nativa;6;0
Alchemilla obtusa Buser;nativa;5;0
Alchemilla othmarii Buser;nativa;3;0
Alchemilla pallens Buser;nativa;5;0
Alchemilla plicata Buser;nativa;6;0
Alchemilla propinqua H. Lindb. ex Juz.;nativa;6;0
Alchemilla reniformis Buser;nativa;6;0
Alchemilla rubristipula Buser;nativa;5;0
Alchemilla straminea Buser;nativa;5;0
Alchemilla strigosula Buser;nativa;6;0
Alchemilla subcrenata Buser;nativa;6;0
Alchemilla subglobosa C. G. Westerl.;nativa;6;0
Alchemilla tenuis Buser;nativa;6;0
Alchemilla tirolensis Buser ex Dalla Torre & Sarnth.;nativa;5;0
Alchemilla undulata Buser;nativa;5;0
Alchemilla versipila Buser;nativa;5;0
Alchemilla vulgaris L.;nativa;3;0
Alchemilla xanthochlora Rothm.;nativa;6;0
Aldrovanda vesiculosa L.;nativa;2;0
Alisma gramineum Lej.;nativa;2;0
Alisma lanceolatum With.;nativa;2;0
Alisma plantago-aquatica L. s. str.;nativa;2;0
Alliaria petiolata (M. Bieb.) Cavara & Grande;nativa;3;0
Allium angulosum L.;nativa;2;0
Allium carinatum L. s. str.;nativa;2;0
Allium cirrhosum Vand.;nativa;2;0
Allium kochii Lange;nativa;3;0
Allium lusitanicum Lam. excl. syn. Tournef.;nativa;2;0
Allium oleraceum L.;nativa;2;0
Allium rotundum L.;nativa;3;0
Allium schoenoprasum L.;nativa;3;0
Allium scorodoprasum L. s. str.;nativa;2;0
Allium sphaerocephalon L.;nativa;2;0
Allium strictum Schrad.;nativa;3;0
Allium suaveolens Jacq.;nativa;3;0
Allium ursinum L.;nativa;2;0
Allium victorialis L.;nativa;2;0
Allium vineale L. s. str.;nativa;3;0
Alnus alnobetula (Ehrh.) K. Koch;nativa;3;0
Alnus glutinosa (L.) Gaertn.;nativa;2;0
Alnus incana (L.) Moench;nativa;3;0
Alopecurus aequalis Sobol.;nativa;6;0
Alopecurus arundinaceus Poir.;nativa;2;0
Alopecurus bulbosus Gouan;nativa;3;0
Alopecurus geniculatus L.;nativa;6;0
Alopecurus pratensis L.;nativa;2;0
Alopecurus rendlei Eig;nativa;2;0
Althaea officinalis L.;nativa;3;0
Alyssum alyssoides (L.) L.;nativa;6;0
Alyssum montanum L.;nativa;3;0
Amelanchier ovalis Medik.;nativa;2;0
Ammophila arenaria (L.) Link;nativa;2;0
Anacamptis pyramidalis (L.) Rich.;nativa;2;0
Anagallis foemina Mill.;nativa;4;0
Anarrhinum bellidifolium (L.) Willd.;nativa;3;0
Andromeda polifolia L.;nativa;4;0
Androsace chamaejasme Wulfen;nativa;2;0
Androsace hausmannii Leyb.;nativa;2;0
Androsace helvetica (L.) All.;nativa;3;0
Androsace lactea L.;nativa;2;0
Androsace obtusifolia All.;nativa;2;0
Androsace septentrionalis L.;nativa;3;0
Anemone narcissiflora L.;nativa;3;0
Anemone nemorosa L.;nativa;3;0
Anemone ranunculoides L.;nativa;2;0
Anemone sylvestris L.;nativa;3;0
Anemone x seemenii Camus (Anemone nemorosa x A. ranunculoides);nativa;3;0
Angelica archangelica L.;nativa;3;0
Angelica palustris (Besser) Hoffm.;nativa;2;0
Angelica sylvestris L.;nativa;3;0
Antennaria carpatica (Wahlenb.) Bluff & Fingerh.;nativa;3;0
Antennaria dioica (L.) Gaertn.;nativa;2;0
Anthericum liliago L.;nativa;2;0
Anthericum ramosum L.;nativa;3;0
Anthoxanthum alpinum è. Lîve & D. Lîve;nativa;3;0
Anthoxanthum odoratum L. s. str.;nativa;2;0
Anthriscus nitida (Wahlenb.) Hazsl.;nativa;3;0
Anthriscus sylvestris (L.) Hoffm.;nativa;4;0
Anthyllis vulneraria L. s. l.;nativa;4;0
Apera spica-venti (L.) P. Beauv.;nativa;2;0
Apium graveolens L.;nativa;3;0
Apium inundatum (L.) Rchb. f.;nativa;2;0
Apium nodiflorum (L.) Lag.;nativa;3;0
Apium repens (Jacq.) Lag.;nativa;3;0
Aposeris foetida (L.) Less.;nativa;3;0
Aquilegia atrata W. D. J. Koch;nativa;2;0
Aquilegia einseleana F. W. Schultz;nativa;2;0
Aquilegia vulgaris L. s. str.;nativa;3;0
Arabis alpina L. s. str.;nativa;8;0
Arabis auriculata Lam.;nativa;2;0
Arabis bellidifolia Crantz s. l.;nativa;3;0
Arabis caerulea All.;nativa;2;0
Arabis ciliata Clairv.;nativa;3;0
Arabis glabra (L.) Bernh.;nativa;3;0
Arabis hirsuta (L.) Scop.;nativa;3;0
Arabis nemorensis (Wolf ex Hoffm.) W. D. J. Koch;nativa;3;0
Arabis pauciflora (Grimm) Garcke;nativa;3;0
Arabis sagittata (Bertol.) DC.;nativa;3;0
Arabis soyeri Reut. & Huet;nativa;4;0
Arabis turrita L.;nativa;3;0
Arctium minus (Hill) Bernh. s. l.;nativa;3;0
Arctium nemorosum Lej.;nativa;2;0
Arctostaphylos alpinus (L.) Spreng.;nativa;2;0
Arctostaphylos uva-ursi (L.) Spreng.;nativa;5;0
Aremonia agrimonoides (L.) DC.;nativa;2;0
Arenaria biflora L.;nativa;3;0
Arenaria ciliata L. s. l.;nativa;2;0
Arenaria leptoclados (Rchb.) Guss.;nativa;5;0
Arenaria serpyllifolia L. s. l.;nativa;5;0
Armeria arenaria (Pers.) Schult.;nativa;2;0
Armeria maritima (Mill.) Willd. s. l.;nativa;7;0
Arnica montana L.;nativa;2;0
Arnoseris minima (L.) Schweigg. & Kîrte;nativa;4;0
Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl;nativa;5;2
Artemisia campestris L.;nativa;3;0
Artemisia laciniata Willd.;nativa;3;0
Artemisia maritima L.;nativa;2;0
Artemisia rupestris L.;nativa;2;0
Artemisia scoparia Waldst. & Kit.;nativa;3;0
Artemisia umbelliformis Lam.;nativa;3;0
Artemisia vulgaris L.;nativa;5;0
Arum maculatum L. s. str.;nativa;3;0
Aruncus dioicus (Walter) Fernald;nativa;2;0
Asarum europaeum L.;nativa;3;0
Asperula cynanchica L.;nativa;4;0
Asperula neilreichii Beck;nativa;4;0
Asperula tinctoria L.;nativa;3;0
Asplenium adiantum-nigrum L.;nativa;2;0
Asplenium adulterinum Milde;nativa;2;0
Asplenium billotii F. W. Schultz;nativa;4;0
Asplenium cuneifolium Viv.;nativa;2;0
Asplenium fissum Kit. ex Willd.;nativa;3;0
Asplenium fontanum (L.) Bernh.;nativa;3;0
Asplenium ruta-muraria L.;nativa;3;0
Asplenium seelosii Leyb.;nativa;2;0
Asplenium septentrionale (L.) Hoffm.;nativa;2;0
Asplenium trichomanes L.;nativa;2;0
Asplenium viride Huds.;nativa;2;0
Asplenium x alternifolium Wulfen (Asplenium septentrionale x A. trichomanes);nativa;3;0
Aster alpinus L.;nativa;3;0
Aster amellus L.;nativa;3;0
Aster bellidiastrum (L.) Scop.;nativa;6;0
Aster linosyris (L.) Bernh.;nativa;2;0
Aster tripolium L.;nativa;3;0
Astragalus alpinus L.;nativa;3;0
Astragalus arenarius L.;nativa;2;0
Astragalus australis (L.) Lam.;nativa;2;0
Astragalus cicer L.;nativa;3;0
Astragalus danicus Retz.;nativa;2;0
Astragalus exscapus L.;nativa;1;0
Astragalus frigidus (L.) A. Gray;nativa;2;0
Astragalus glycyphyllos L.;nativa;2;0
Astragalus penduliflorus Lam.;nativa;2;0
Astrantia bavarica F. W. Schultz;nativa;3;0
Astrantia major L.;nativa;3;0
Athamanta cretensis L.;nativa;4;0
Athyrium distentifolium Tausch ex Opiz;nativa;2;0
Athyrium filix-femina (L.) Roth;nativa;2;0
Atriplex calotheca (Rafn) Fr.;nativa;4;0
Atriplex glabriuscula Edmondston;nativa;4;0
Atriplex laciniata L.;nativa;3;0
Atriplex littoralis L.;nativa;3;0
Atriplex longipes Drejer;nativa;2;0
Atriplex prostrata Boucher ex DC.;nativa;3;0
Atropa bella-donna L.;nativa;3;0
Baldellia ranunculoides (L.) Parl.;nativa;4;0
Barbarea stricta Andrz.;nativa;3;0
Barbarea vulgaris R. Br.;nativa;3;0
Bartsia alpina L.;nativa;3;0
Bassia hirsuta (L.) Asch.;nativa;2;0
Bassia laniflora (S. G. Gmel.) A. J. Scott;nativa;3;0
Berberis vulgaris L.;nativa;3;0
Berula erecta (Huds.) Coville;nativa;3;0
Beta vulgaris L. s. l.;nativa;3;0
Betonica alopecuros L.;nativa;4;0
Betonica officinalis L.;nativa;2;0
Betula humilis Schrank;nativa;2;0
Betula nana L.;nativa;3;0
Betula pendula Roth;nativa;2;0
Betula pubescens Ehrh. s. l.;nativa;2;0
Bidens cernua L.;nativa;3;0
Bidens radiata Thuill.;nativa;3;0
Bidens tripartita L.;nativa;4;0
Biscutella laevigata L.;nativa;3;0
Bistorta officinalis Delarbre;nativa;3;0
Bistorta vivipara (L.) Delarbre;nativa;3;0
Blackstonia acuminata (W. D. J. Koch & Ziz) Domin;nativa;3;0
Blackstonia perfoliata (L.) Huds. s. str.;nativa;3;0
Blechnum spicant (L.) Roth;nativa;3;0
Blysmus compressus (L.) Panz. ex Link;nativa;2;0
Blysmus rufus (Huds.) Link;nativa;3;0
Bolboschoenus maritimus (L.) Palla;nativa;3;0
Bolboschoenus yagara (Ohwi) A. E. Kozhevn.;nativa;4;0
Bothriochloa ischaemum (L.) Keng;nativa;3;0
Botrychium lunaria (L.) Sw.;nativa;4;0
Botrychium matricariifolium (Retz.) A. Braun ex W. D. J. Koch;nativa;2;0
Botrychium multifidum (S. G. Gmel.) Rupr.;nativa;3;0
Botrychium simplex E. Hitchc.;nativa;2;0
Botrychium virginianum (L.) Sw.;nativa;4;0
Brachypodium pinnatum (L.) P. Beauv.;nativa;2;0
Brachypodium rupestre (Host) Roem. & Schult.;nativa;2;0
Brachypodium sylvaticum (Huds.) P. Beauv.;nativa;2;0
Brassica oleracea L.;nativa;5;0
Briza media L.;nativa;2;0
Bromus benekenii (Lange) Trimen;nativa;2;0
Bromus brachystachys Hornung;nativa;2;0
Bromus erectus Huds.;nativa;6;0
Bromus hordeaceus L.;nativa;4;0
Bromus inermis Leyss.;nativa;2;0
Bromus lepidus Holmberg;nativa;3;0
Bromus racemosus L.;nativa;1;0
Bromus ramosus Huds. s. str.;nativa;2;0
Bromus thominii Hardouin;nativa;3;0
Bryonia dioica Jacq.;nativa;4;0
Buglossoides purpurocaerulea (L.) I. M. Johnst.;nativa;3;0
Buphthalmum salicifolium L.;nativa;4;0
Bupleurum falcatum L.;nativa;3;0
Bupleurum longifolium L.;nativa;2;0
Bupleurum ranunculoides L.;nativa;2;0
Bupleurum tenuissimum L.;nativa;2;0
Butomus umbellatus L.;nativa;3;0
Buxus sempervirens L.;nativa;2;0
Cakile maritima Scop.;nativa;4;0
Calamagrostis arundinacea (L.) Roth;nativa;2;0
Calamagrostis canescens (Weber ex Wiggers) Roth;nativa;2;0
Calamagrostis epigejos (L.) Roth;nativa;2;0
Calamagrostis phragmitoides Hartm.;nativa;2;0
Calamagrostis pseudophragmites (Haller f.) Koel.;nativa;2;0
Calamagrostis pseudopurpurea Gerstl. ex O. R. Heine;nativa;2;0
Calamagrostis stricta (Timm) Koeler;nativa;2;0
Calamagrostis varia (Schrad.) Host;nativa;2;0
Calamagrostis villosa (Chaix ex Vill.) J. F. Gmel.;nativa;2;0
Calamintha einseleana F. W. Schultz;nativa;3;0
Calamintha menthifolia Host;nativa;3;0
Calamintha nepeta (L.) Savi;nativa;3;0
Caldesia parnassiifolia (Bassi ex L.) Parl.;nativa;3;0
Calla palustris L.;nativa;5;0
Callitriche brutia Petagna;nativa;6;0
Callitriche cophocarpa Sendtner;nativa;6;0
Callitriche hamulata KÅtz. ex W. D. J. Koch;nativa;3;0
Callitriche hermaphroditica L.;nativa;4;0
Callitriche obtusangula Le Gall;nativa;7;0
Callitriche palustris L.;nativa;7;0
Callitriche platycarpa KÅtz.;nativa;6;0
Callitriche stagnalis Scop.;nativa;6;0
Calluna vulgaris (L.) Hull;nativa;3;0
Caltha palustris L.;nativa;3;0
Calystegia sepium (L.) R. Br.;nativa;4;0
Calystegia soldanella (L.) R. Br. ex Roem. & Schult.;nativa;2;0
Campanula alpina Jacq.;nativa;2;0
Campanula barbata L.;nativa;3;0
Campanula baumgartenii Becker;nativa;2;0
Campanula bononiensis L.;nativa;2;0
Campanula cervicaria L.;nativa;3;0
Campanula cochleariifolia Lam.;nativa;4;0
Campanula glomerata L.;nativa;4;0
Campanula latifolia L.;nativa;2;0
Campanula patula L.;nativa;3;0
Campanula persicifolia L.;nativa;4;0
Campanula rapunculoides L.;nativa;4;0
Campanula rapunculus L.;nativa;3;0
Campanula rotundifolia L. s. str.;nativa;5;0
Campanula scheuchzeri Vill.;nativa;2;0
Campanula sibirica L.;nativa;1;0
Campanula thyrsoides L.;nativa;2;0
Campanula trachelium L.;nativa;2;0
Capsella bursa-pastoris (L.) Med.;nativa;12;2
Cardamine alpina Willd.;nativa;2;0
Cardamine amara L.;nativa;3;0
Cardamine dentata Schult.;nativa;3;0
Cardamine flexuosa With.;nativa;7;2
Cardamine hirsuta L.;nativa;4;0
Cardamine impatiens L.;nativa;3;0
Cardamine parviflora L.;nativa;3;0
Cardamine pratensis L. (s. l.);nativa;3;0
Cardamine resedifolia L.;nativa;4;0
Cardamine trifolia L.;nativa;3;0
Cardamine udicola Jord.;nativa;3;0
Cardaminopsis arenosa (L.) Hayek;nativa;5;0
Cardaminopsis halleri (L.) Hayek;nativa;3;0
Cardaminopsis petraea (L.) Hiitonen;nativa;3;0
Carduus crispus L.;nativa;3;0
Carduus defloratus L.;nativa;4;0
Carduus personata (L.) Jacq.;nativa;2;0
Carex acuta L.;nativa;2;0
Carex acutiformis Ehrh.;nativa;2;0
Carex alba Scop.;nativa;2;0
Carex appropinquata Schumach.;nativa;2;0
Carex aquatilis Wahlenb.;nativa;2;0
Carex arenaria L.;nativa;6;0
Carex atherodes Spreng.;nativa;2;0
Carex atrata L. s. l.;nativa;3;0
Carex baldensis L.;nativa;2;0
Carex bigelowii Torr. ex Schwein.;nativa;2;0
Carex binervis Sm.;nativa;2;0
Carex bohemica Schreb.;nativa;4;0
Carex brachystachys Schrank;nativa;3;0
Carex brizoides L.;nativa;2;0
Carex brunnescens (Pers.) Poir.;nativa;1;0
Carex buekii Wimm.;nativa;1;0
Carex buxbaumii Wahlenb.;nativa;2;0
Carex canescens L.;nativa;2;0
Carex capillaris L.;nativa;3;0
Carex capitata Sol. ex. L.;nativa;2;0
Carex caryophyllea Latourr.;nativa;2;0
Carex cespitosa L.;nativa;2;0
Carex chordorrhiza L. f.;nativa;2;0
Carex curvata Knaf;nativa;2;0
Carex davalliana Sm.;nativa;2;0
Carex demissa Hornem.;nativa;3;0
Carex depauperata Gooden. ex With.;nativa;2;0
Carex diandra Schrank;nativa;2;0
Carex digitata L.;nativa;1;0
Carex dioica L.;nativa;2;0
Carex distans L.;nativa;2;0
Carex disticha Huds.;nativa;2;0
Carex divulsa Stokes s. str.;nativa;4;0
Carex echinata Murray;nativa;2;0
Carex elata All.;nativa;2;0
Carex elongata L.;nativa;2;0
Carex ericetorum Pollich;nativa;2;0
Carex extensa Good.;nativa;2;0
Carex ferruginea Scop.;nativa;4;0
Carex firma (Mygind) Host;nativa;3;0
Carex flacca Schreb.;nativa;3;0
Carex flava L. s. str.;nativa;5;0
Carex frigida All.;nativa;3;0
Carex fuliginosa Schkuhr;nativa;3;0
Carex guestphalica (Boenn. ex Rchb.) Boenn. ex O. Lang;nativa;2;0
Carex halleriana Asso;nativa;2;0
Carex hartmanii Cajander;nativa;2;0
Carex heleonastes Ehrh. ex L. f.;nativa;2;0
Carex hirta L.;nativa;2;0
Carex hordeistichos Vill.;nativa;1;0
Carex hostiana DC.;nativa;2;0
Carex humilis Leyss.;nativa;2;0
Carex laevigata Sm.;nativa;2;0
Carex lasiocarpa Ehrh.;nativa;2;0
Carex lepidocarpa Tausch;nativa;2;0
Carex ligerica J. Gay;nativa;2;0
Carex limosa L.;nativa;2;0
Carex melanostachya M. Bieb. ex Willd.;nativa;2;0
Carex michelii Host;nativa;2;0
Carex microglochin Wahlenb.;nativa;3;0
Carex montana L.;nativa;3;0
Carex mucronata All.;nativa;4;0
Carex muricata L. s. str.;nativa;3;0
Carex nigra (L.) Reichard;nativa;2;0
Carex obtusata Lilj.;nativa;2;0
Carex ornithopoda Willd. s. str.;nativa;1;0
Carex ornithopodioides Hausm.;nativa;2;0
Carex otrubae Podp.;nativa;3;0
Carex ovalis Good.;nativa;2;0
Carex pairae F. W. Schultz;nativa;3;0
Carex pallescens L.;nativa;3;0
Carex panicea L.;nativa;2;0
Carex paniculata L.;nativa;2;0
Carex parviflora Host;nativa;2;0
Carex pauciflora Lightf.;nativa;3;0
Carex paupercula Michx.;nativa;3;0
Carex pendula Huds.;nativa;1;0
Carex pilosa Scop.;nativa;2;0
Carex pilulifera L.;nativa;2;0
Carex praecox Schreb. s. str.;nativa;3;0
Carex pseudobrizoides Clavaud;nativa;3;0
Carex pseudocyperus L.;nativa;2;0
Carex pulicaris L.;nativa;2;0
Carex punctata Gaudin;nativa;3;0
Carex randalpina B. Walln.;nativa;2;0
Carex remota L.;nativa;2;0
Carex riparia Curtis;nativa;2;0
Carex rostrata Stokes;nativa;1;0
Carex rupestris All.;nativa;2;0
Carex secalina Wahlenb.;nativa;1;0
Carex sempervirens Vill.;nativa;3;0
Carex spicata Huds.;nativa;2;0
Carex strigosa Huds.;nativa;2;0
Carex supina Wahlenb.;nativa;2;0
Carex sylvatica Huds.;nativa;2;0
Carex tomentosa L.;nativa;2;0
Carex trinervis Degl.;nativa;2;0
Carex umbrosa Host;nativa;2;0
Carex vaginata Tausch;nativa;2;0
Carex vesicaria L.;nativa;1;0
Carex viridula Michx.;nativa;5;0
Carex vulpina L.;nativa;3;0
Carex x oenensis A. Neumann ex B. Walln. excl. descr. (Carex acuta x C. randalpina);nativa;1;0
Carlina acaulis L.;nativa;3;0
Carlina biebersteinii Bernh. ex Hornem.;nativa;4;0
Carlina vulgaris L. s. str.;nativa;3;0
Carpesium cernuum L.;nativa;3;0
Carpinus betulus L.;nativa;2;0
Carum carvi L.;nativa;3;0
Carum verticillatum (L.) Koch;nativa;2;0
Catabrosa aquatica (L.) P. Beauv.;nativa;4;0
Centaurea jacea L. s. l.;nativa;6;0
Centaurea montana L. s. l.;nativa;6;0
Centaurea nigra L. s. l.;nativa;3;0
Centaurea phrygia L. s. str.;nativa;2;0
Centaurea pseudophrygia C. A. Mey.;nativa;2;0
Centaurea scabiosa L. s. l.;nativa;2;0
Centaurea stenolepis Kern.;nativa;2;0
Centaurea stoebe L. s. l.;nativa;3;0
Centaurea triumfettii All.;nativa;3;0
Centaurea x psammogena Gayer (Centaurea diffusa x C. stoebe);nativa;2;0
Centaurium capitatum (Willd.) Borb†s;nativa;2;0
Centaurium erythraea Rafn;nativa;3;0
Centaurium littorale (Turner) Gilm.;nativa;3;0
Centaurium pulchellum (Sw.) Druce;nativa;3;0
Centunculus minimus L.;nativa;5;0
Cephalanthera damasonium (Mill.) Druce;nativa;2;0
Cephalanthera longifolia (L.) Fritsch;nativa;2;0
Cephalanthera rubra (L.) Rich.;nativa;2;0
Cerastium alpinum L.;nativa;2;0
Cerastium arvense L.;nativa;4;0
Cerastium cerastoides (L.) Britton;nativa;2;0
Cerastium diffusum Pers. s. str.;nativa;4;0
Cerastium dubium (Bastard) GuÇpin;nativa;3;0
Cerastium fontanum Baumg. s. str.;nativa;3;0
Cerastium glutinosum Fr.;nativa;3;0
Cerastium holosteoides Fr.;nativa;4;0
Cerastium latifolium L.;nativa;2;0
Cerastium lucorum (Schur) Mîschl;nativa;3;0
