parcela,arv,comum.nome,cientifico.nome,familia.nome,dap.2012,tipo,vert.2012,Luz.2012,Hcom.2012,Htot.2012,dap.2014,UTM.leste,UTM.norte
T11,34,envira,Xylopia sp.,Annonaceae,35.2,O,S,2,23.5,30.94,35.6,779437.2035,9584152.509
T11,35,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,82,O,S,3,5.21,8.05,83,779438.4986,9584153.097
T11,38,iperana,Eperua bijuga,Fabaceae,50.4,O,C,1,15.92,23.51,51.5,779455.5651,9584150.741
T11,39,iperana,Eperua bijuga,Fabaceae,10.9,O,S,2,4.44,6.94,10.9,779462.3891,9584155.111
T11,43,tento,Ormosia grossa,Fabaceae,16.3,O,S,3,9.16,13.96,16.4,779491.2387,9584156.164
T11,44,breu branco,Protium paniculatum,Burseraceae,10.3,O,S,3,4.42,7.6,10.4,779492.957,9584157.074
T11,47,catuaba,Abuta grandifolia,Menispermaceae,14,O,S,3,5.21,8.16,14.7,779510.727,9584157.479
T11,50,breu branco,Protium paniculatum,Burseraceae,11.2,O,S,3,10.44,14.89,11.3,779525.7621,9584158.289
T11,51,louro,Ocotea canaliculata,Lauraceae,19.5,O,C,2,13.02,21.49,20.3,779526.7096,9584159.303
T11,52,caramuxi,Pouteria hispida,Sapotaceae,54.2,O,C,1,16.69,30.59,55.3,779529.794,9584151.369
T11,53,abiurana,Pouteria gongrijpii,Sapotaceae,63.8,O,E,1,19.27,28.87,64.5,779536.4256,9584158.516
T11,56,louro-abacate,Ocotea glomerata,Lauraceae,98,O,E,1,21.16,35.15,98.3,779566.1682,9584151.17
T11,59,tento,Ormosia coccinea,Fabaceae,10.8,O,S,2,3.09,5.06,10.5,779578.572,9584160.445
T11,60,tento,Ormosia coccinea,Fabaceae,16.9,O,S,2,9.06,13.58,17,779581.0173,9584159.507
T11,61,morta,NA,NA,97.1,O,NA,NA,NA,35.2,97,779581.1497,9584153.501
T11,62,abiurana,Pouteria gongrijpii,Sapotaceae,11.7,O,S,2,10.27,15.23,12.3,779585.3796,9584159.603
T11,63,capueiro,Rinorea guianensis,Violaceae,16.1,O,C,1,8.59,11.86,17.5,779590.7112,9584159.721
T11,65,inga preto,Inga nobilis,Fabaceae,10.4,O,S,2,7.26,11.91,10.6,779609.11,9584161.018
T11,66,jatereu,Lecythis idatimon,Lecythidaceae,18.3,O,S,2,9.35,14.53,18.4,779621.7121,9584161.296
T11,67,morta,NA,NA,18.2,O,NA,NA,NA,10.91,18,779623.6531,9584161.239
T11,68,matamata,Eschweilera amazonica,Lecythidaceae,19.8,O,S,3,12.07,8.58,20.1,779630.9323,9584160.999
T11,71,jatereu,Lecythis idatimon,Lecythidaceae,12.6,O,S,2,12.76,22.7,21.4,779664.8588,9584161.847
T11,74,morta,NA,NA,91.5,O,NA,NA,NA,4.69,91.4,779679.5208,9584156.669
T11,75,matamata,Eschweilera amazonica,Lecythidaceae,21.5,O,S,3,14.57,19.88,22.5,779679.8777,9584162.478
T11,76,guajara,Pouteria sp.,Sapotaceae,55.8,O,C,2,14.88,22.3,57,779697.4766,9584156.064
T11,78,catuaba,Abuta grandifolia,Menispermaceae,10.8,O,S,3,5.88,9.24,11.3,779716.2473,9584162.487
T11,79,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,14.1,O,S,3,7.83,9.63,14.4,779715.2342,9584164.449
T11,82,abiu cutite,NA,NA,40.3,O,S,2,20.82,31.8,40.8,779701.1118,9584167.147
T11,84,iperana,Eperua bijuga,Fabaceae,41.6,O,E,1,14.22,23.82,41.9,779689.9858,9584165.901
T11,87,tauari,Couratari stellata,Lecythidaceae,60,O,E,1,33.31,51.4,61.5,779665.2443,9584166.356
T11,88,jatereu,Lecythis idatimon,Lecythidaceae,33.2,O,S,2,25.89,35.74,33.2,779661.9396,9584162.283
T11,90,macaranduba,Manilkara huberi,Sapotaceae,36,O,S,2,21.89,29.55,36.4,779657.0486,9584164.175
T11,92,tachi preto,Tachigali myrmecophila,Fabaceae,76.2,O,C,1,23.85,42.23,76.3,779651.7191,9584163.958
T11,95,ucuuba,Virola michelii,Myristicaceae,50.7,O,C,1,25.93,44.36,47.5,779634.7967,9584161.684
T11,96,capueiro,Rinorea guianensis,Violaceae,13.4,O,S,3,9.61,16.35,14,779632.836,9584162.634
T11,97,tachi preto,Tachigali myrmecophila,Fabaceae,54.5,O,E,1,24.68,42.22,61,779620.1456,9584166.363
T11,101,embauba,Cecropia ficifolia,Urticaceae,32.9,O,E,1,17,26.22,33.6,779595.5253,9584161.319
T11,102,breu barrote,Tetragastris panamensis,Burseraceae,73.2,O,C,1,15.61,22.18,63.3,779595.8558,9584168.328
T11,104,jatereu,Lecythis idatimon,Lecythidaceae,26.7,O,S,2,11.49,20.77,27.2,779580.5108,9584160.488
T11,105,abiurana,Pouteria gongrijpii,Sapotaceae,12.6,O,S,2,17.42,23.95,13.2,779580.0261,9584160.478
T11,110,iperana,Eperua bijuga,Fabaceae,42,O,C,1,22.42,32.7,42.4,779556.2364,9584161.754
T11,112,matamata preto,Eschweilera ovata,Lecythidaceae,38.8,O,C,1,18.09,26.83,39.5,779555.3066,9584159.933
T11,114,capueiro,Rinorea guianensis,Violaceae,10.4,O,S,2,7.53,10.35,10.4,779552.3963,9584159.969
T11,117,abiurana,Pouteria gongrijpii,Sapotaceae,90.1,O,E,1,22.08,34.31,90.7,779548.338,9584168.081
T11,118,uxirana,Sacoglottis guianensis,Humiriaceae,61.8,O,E,1,26.98,42.73,62.6,779507.7678,9584158.474
T11,120,timborana,Pseudopiptadenia suaveolens,Fabaceae,62.3,O,E,1,21.41,36.63,63.4,779476.7569,9584156.481
T11,122,iperana,Eperua bijuga,Fabaceae,14.9,O,S,1,9.11,16.17,15.1,779459.0538,9584155.086
T11,124,jatereu,Lecythis idatimon,Lecythidaceae,10.8,O,S,1,7.74,12.28,11.7,779442.8873,9584153.995
T11,125,muirapiranga,Brosimum rubescens,Moraceae,94.5,O,E,1,27.77,44.58,95.2,779434.3439,9584155.322
T11,128,parajuba,Manilkara bidentata,Sapotaceae,42.1,O,S,2,24.01,40.81,42.7,779423.4969,9584153.806
T11,129,capueiro,Rinorea guianensis,Violaceae,12.8,O,S,3,7.35,11.26,13.1,779417.7072,9584152.746
T11,130,angelim vermelho,Dinizia excelsa,Fabaceae,83,O,E,1,34.5,57.02,80.7,779418.6184,9584154.872
T11,131,jatereu,Lecythis idatimon,Lecythidaceae,23.3,O,S,2,15.09,21.89,23.8,779413.3463,9584152.626
T11,133,jatereu,Lecythis idatimon,Lecythidaceae,24.9,O,S,1,11.56,24.12,25.6,779393.9646,9584152.091
T11,134,morta,NA,NA,38.5,O,NA,NA,NA,3.61,NA,779383.6982,9584155.109
T11,136,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,46.1,O,E,1,15.59,28.12,48.4,779381.3664,9584151.744
T11,138,matamata branco,Eschweilera coriacea,Lecythidaceae,39.6,O,S,2,8.77,12.71,39.5,779365.3213,9584153.302
T11,139,jatereu,Lecythis idatimon,Lecythidaceae,19.2,O,S,3,13.7,19.1,19.3,779359.0747,9584151.229
T11,140,seringueira,Hevea brasiliensis,Euphorbiaceae,40.7,O,E,1,14.58,22.54,48.7,779356.0599,9584155.047
T11,141,piquiarana,Caryocar glabrum,Caryocaraceae,29.6,O,S,1,14.62,22.09,29.7,779355.1983,9584151.122
T11,142,capueiro,Rinorea guianensis,Violaceae,14.6,O,S,2,8.27,14.5,14.9,779354.232,9584150.995
T11,143,capueiro,Rinorea guianensis,Violaceae,19,O,S,2,10.74,15.07,19,779353.2629,9584150.968
T11,145,axixa,Sterculia pruriens,Malvaceae,13,O,S,3,7.17,10.46,13,779330.9739,9584150.353
T11,147,abiurana casca fina,Pouteria retinervis,Sapotaceae,20.2,O,S,2,12.6,21.36,25.2,779319.3448,9584150.033
T11,149,inga amargoso,Inga sp.,Fabaceae,13.9,O,S,2,8.37,13.29,14.5,779312.5612,9584149.846
T11,151,parajuba,Manilkara bidentata,Sapotaceae,22,O,C,1,14.52,21.81,23.2,779303.3521,9584149.692
T11,152,capueiro,Rinorea guianensis,Violaceae,11.5,O,S,2,11.83,19.55,11.8,779288.3341,9584149.177
T11,155,envira,Xylopia sp.,Annonaceae,11.1,O,S,2,1.62,14.15,11.8,779275.7359,9584148.83
T11,156,ingarana,Inga sp.,Fabaceae,32,O,S,1,15.79,27.53,32.3,779275.7387,9584148.73
T11,157,ingarana,Inga sp.,Fabaceae,40,O,S,1,14.74,26.93,41.3,779275.2541,9584148.716
T11,158,ingarana,Inga sp.,Fabaceae,35.7,O,S,1,13.61,25.63,35.5,779274.7668,9584148.803
T11,159,angelim vermelho,Dinizia excelsa,Fabaceae,16,O,S,2,11.95,20.14,16.7,779265.076,9584148.536
T11,161,abiurana,Pouteria gongrijpii,Sapotaceae,23.4,O,S,3,12.38,16.07,23.8,779263.1378,9584148.482
T11,162,matamata branco,Eschweilera coriacea,Lecythidaceae,14.7,O,S,2,10.25,14.8,15.8,779255.8696,9584148.282
T11,164,piquiarana,Caryocar glabrum,Caryocaraceae,95,O,E,1,23.94,40.47,95,779251.0242,9584148.148
T11,168,cupiuba,Goupia glabra,Goupiaceae,57.4,O,E,1,18.61,29.18,58.6,779233.085,9584148.053
T11,170,matamata preto,Eschweilera ovata,Lecythidaceae,59.4,O,C,2,25.42,37.35,59.5,779233.3194,9584139.556
T11,171,tachi vermelho,Tachigali paniculata,Fabaceae,43.5,O,C,2,23.86,30.95,43.5,779246.928,9584138.431
T11,172,jatereu,Lecythis idatimon,Lecythidaceae,40,O,S,2,20.55,29.09,49.7,779246.877,9584157.857
T11,173,parajuba,Manilkara bidentata,Sapotaceae,36,O,C,2,18.02,27.02,36.5,779271.9726,9584144.624
T11,174,inga branco,Inga thibaudiana,Fabaceae,47.7,O,C,2,20.63,31.85,45.1,779292.7115,9584148.698
T11,175,matamata branco,Eschweilera coriacea,Lecythidaceae,39,O,C,2,22.75,33.43,39.5,779295.2583,9584144.266
T11,176,ucuuba,Virola michelii,Myristicaceae,44.9,O,C,2,18.63,29.4,45.7,779339.9191,9584142.497
T11,177,mapatirana,Pourouma minor,Urticaceae,45.1,O,C,2,23.05,32.63,46.8,779399.5612,9584160.149
T11,178,jutai-pororoca,Dialium guianense,Fabaceae,41.9,O,C,2,13.61,28.03,41.9,779412.5124,9584147.701
T11,179,matamata preto,Eschweilera ovata,Lecythidaceae,66.7,O,C,2,24.16,35.83,61.2,779431.0311,9584145.076
T11,180,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,O,C,2,20.73,26.29,36.3,779455.6998,9584148.746
T11,181,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.4,O,C,2,12.29,22.08,39.3,779488.7307,9584150.474
T11,182,breu vermelho,Protium hebetatum,Burseraceae,58.9,O,C,2,23.12,35.39,60,779503.1687,9584167.284
T11,183,matamata preto,Eschweilera ovata,Lecythidaceae,46.4,O,C,2,22.48,38.46,48.4,779523.9887,9584150.741
T11,184,caramuxi,Pouteria hispida,Sapotaceae,41.2,O,C,2,15.98,28.7,42.7,779552.2883,9584164.867
T11,185,morta,NA,NA,40.6,O,NA,NA,NA,14.5,38.2,779567.5342,9584155.201
T11,186,matamata branco,Eschweilera coriacea,Lecythidaceae,36.5,O,C,2,18.52,27.94,36.5,779589.1031,9584166.679
T11,187,breu barrote,Tetragastris panamensis,Burseraceae,45.6,O,C,2,19.31,27.02,38.3,779632.5715,9584152.633
T11,188,abiurana,Pouteria gongrijpii,Sapotaceae,37.9,O,C,2,16.86,26.98,37.9,779634.0035,9584153.665
T11,189,parajuba,Manilkara bidentata,Sapotaceae,57.5,O,S,2,21.89,30.32,57.5,779645.2507,9584171.417
T11,190,mapatirana,Pourouma villosa,Urticaceae,35,O,C,2,10.82,22.58,35,779648.0266,9584155.474
T11,191,breu barrote,Tetragastris panamensis,Burseraceae,42.2,O,S,2,22.39,33.21,43,779665.674,9584168.867
T11,192,breu barrote,Tetragastris panamensis,Burseraceae,42.2,O,S,2,19.15,28.55,41.1,779667.5907,9584169.909
T11,193,fava-saboeiro,Abarema cochleata,Fabaceae,48.7,O,C,2,21.22,30.04,50.3,779681.1512,9584170.708
T11,194,matamata branco,Eschweilera coriacea,Lecythidaceae,38.2,O,C,2,22.62,30.93,42.1,779694.5684,9584156
T11,195,iperana,Eperua bijuga,Fabaceae,41.7,O,C,2,11.24,15.81,42.1,779720.2462,9584157.066
T12,1,jarana,Lecythis lurida,Lecythidaceae,55.9,O,E,1,17.6,34.04,56.4,778933.1757,9586598.046
T12,2,jatereu,Lecythis idatimon,Lecythidaceae,10.3,O,S,1,2.28,3.94,10.5,778938.8674,9586599.511
T12,3,morta,NA,NA,12.3,O,NA,NA,NA,2.47,12.2,778938.7674,9586599.51
T12,4,matamata branco,Eschweilera coriacea,Lecythidaceae,50,O,C ,1,14.56,23.79,51,778946.0965,9586611.966
T12,5,breu barrote,Tetragastris panamensis,Burseraceae,18.3,O,S,1,4.66,3.87,NA,778938.8612,9586618.131
T12,6,matamata branco,Eschweilera coriacea,Lecythidaceae,57.9,O,C,1,22.74,38.78,60.4,778935.9822,9586631.961
T12,7,casca seca,Licania canescens,Chrysobalanaceae,41.8,O,C,1,23.59,33.1,49.5,778944.9793,9586632.49
T12,8,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,O,C,1,24,31.69,46.9,778941.9658,9586634.86
T12,9,tamaquare,Caraipa grandifolia,Calophyllaceae,20.9,O,S,2,20.52,27.74,22.2,778939.8924,9586646.307
T12,10,anani,Symphonia globulifera,Clusiaceae,53.3,O,E,1,27.26,37.92,54.3,778936.2923,9586647.719
T12,11,axixa,Sterculia pruriens,Malvaceae,47.6,O,C,2,19.97,28.24,49.9,778944.4894,9586648.243
T12,12,burangica,Galipea trifoliata,Rutaceae,10.7,O,S,2,11.96,18.03,10.8,778939.1759,9586650.6
T12,13,matamata branco,Eschweilera coriacea,Lecythidaceae,28.7,O,S,2,19,27.99,29.6,778939.4623,9586652.989
T12,14,jatereu,Lecythis idatimon,Lecythidaceae,12.3,O,S,1,13.83,16.71,12.7,778939.3669,9586669.699
T12,15,morta,NA,NA,15,O,NA,NA,NA,11.3,NA,778939.0097,9586679.724
T12,16,tauari,Couratari stellata,Lecythidaceae,60,O,E,1,31.23,39.16,61,778947.9987,9586681.685
T12,17,matamata branco,Eschweilera coriacea,Lecythidaceae,13.2,O,S,2,12.42,20.58,13.7,778938.8716,9586686.407
T12,18,matamata branco,Eschweilera coriacea,Lecythidaceae,43.4,O,E,1,23.06,33.64,43.7,778947.2496,9586690.275
T12,19,breu barrote,Tetragastris panamensis,Burseraceae,50.6,O,C,1,20.97,31.82,51.4,778943.6442,9586691.209
T12,20,matamata branco,Eschweilera coriacea,Lecythidaceae,28.8,O,S,1,13.22,16.7,28.8,778937.6169,9586697.382
T12,21,morta,NA,NA,20.6,O,NA,NA,NA,20.36,20.6,778938.8953,9586699.776
T12,22,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,52.3,O,E,1,28.01,38.48,52.4,778930.9273,9586711.667
T12,23,abiurana,Pouteria gongrijpii,Sapotaceae,45,O,E,1,30.28,40.18,45,778931.5273,9586711.67
T12,24,morta,NA,NA,22.9,O,NA,NA,NA,10.56,22.9,778939.0408,9586709.326
T12,25,jatereu,Lecythis idatimon,Lecythidaceae,13.9,O,S,2,10.76,14.37,14.2,778939.4326,9586710.761
T12,26,mato,NA,NA,51.7,O,C,1,19.93,26.76,52.7,778947.7862,9586718.925
T12,27,matamata branco,Eschweilera coriacea,Lecythidaceae,58.5,O,C,1,19.41,28.66,58.9,778930.4674,9586722.168
T12,28,casca seca,Licania canescens,Chrysobalanaceae,53.7,O,C,1,25.9,34.93,54.9,778947.0589,9586723.695
T12,29,arataciu,Sagotia racemosa,Euphorbiaceae,13.8,O,S,3,5.26,8.68,13.9,778937.448,9586726.983
T12,30,matamata branco,Eschweilera coriacea,Lecythidaceae,20.2,O,S,2,16.72,19.46,20.8,778938.21,9586732.239
T12,31,caramuxi,Pouteria hispida,Sapotaceae,40,O,C,1,20.21,33.09,49.2,778945.9045,9586733.238
T12,32,uxi,Endopleura uchi,Humiriaceae,38,O,C,1,22.31,32.12,39.2,778943.3663,9586739.908
T12,33,jatereu,Lecythis idatimon,Lecythidaceae,25,O,S,2,16.16,20.65,26,778939.323,9586746.092
T12,34,tachi branco,Tachigali paniculata,Fabaceae,60,O,E,1,19.51,30.11,61,778939.3255,9586747.047
T12,35,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.2,O,S,2,5.43,7.99,10.3,778938.0038,9586750.859
T12,36,matamata branco,Eschweilera coriacea,Lecythidaceae,16.2,O,S,1,7.3,9.49,16.3,778938.4765,9586755.636
T12,37,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,81.3,O,C,1,28.36,42.49,81.5,778940.0858,9586789.067
T12,38,louro preto,Ocotea cernua,Lauraceae,23.1,O,S,2,15.51,26.36,24.1,778937.8776,9586790.487
T12,39,caramuxi,Pouteria hispida,Sapotaceae,11.8,O,S,3,12.42,21.04,12.2,778937.6242,9586795.319
T12,40,uxirana,Sacoglottis guianensis,Humiriaceae,12.1,O,S,3,17.1,25.34,12.5,778938.6326,9586796.018
T12,41,jarana,Lecythis lurida,Lecythidaceae,86,O,E,1,29.07,39.82,88.2,778933.6323,9586804.377
T12,42,casca seca,Licania canescens,Chrysobalanaceae,14.3,O,S,2,11.47,16.4,14.7,778937.7802,9586808.359
T12,43,seringueira,Hevea brasiliensis,Euphorbiaceae,28,O,S,2,15.87,23.65,24.2,778938.4652,9586815.465
T12,44,uxirana,Sacoglottis guianensis,Humiriaceae,56.1,O,C,1,15.92,22.61,57.7,778947.9816,9586816.773
T12,45,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,O,C,1,16.06,21.57,35.9,778933.8961,9586826.427
T12,46,uxirana,Sacoglottis guianensis,Humiriaceae,40.6,O,C,1,20.32,34.74,41.2,778944.5975,9586834.836
T12,47,pau-para-tudo,Simaba cedron,Simaroubaceae,10.9,O,S,2,6.93,9.93,11,778938.7653,9586848.896
T12,48,matamata branco,Eschweilera coriacea,Lecythidaceae,35.3,O,C,2,18.3,25.6,36.8,778937.888,9586850.803
T12,49,macaranduba,Manilkara huberi,Sapotaceae,38.3,O,C,2,18.74,29.07,39.3,778941.8615,9586856.921
T12,50,jatereu,Lecythis idatimon,Lecythidaceae,48.5,O,C,2,24.09,39.78,49.5,778933.282,9586858.684
T12,51,caramuxi,Pouteria hispida,Sapotaceae,70.8,O,C,1,21.34,32.35,71.2,778938.8071,9586860.752
T12,52,morta,NA,NA,48.5,O,NA,NA,NA,36.16,48.5,778944.9407,9586863.524
T12,53,matamata branco,Eschweilera coriacea,Lecythidaceae,35.5,O,S,2,24.3,33.66,35.9,778942.9579,9586864.97
T12,54,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,O,S,2,16.87,32.21,54.9,778932.4012,9586868.653
T12,55,parajuba,Manilkara bidentata,Sapotaceae,79.2,O,E,1,29.74,42.83,79.9,778937.8831,9586875.464
T12,56,morta,NA,NA,54.4,O,NA,NA,NA,29.49,54.4,778945.1904,9586884.388
T12,57,maracatiara,Astronium graveolens,Anacardiaceae,99.6,O,E,1,30.34,51.89,98.9,778939.3579,9586897.584
T12,58,murta,Strychnos subcordata,Loganiaceae,12.6,O,S,2,6.63,14.41,13.2,778938.4416,9586903.291
T12,59,casca seca,Licania canescens,Chrysobalanaceae,49,O,C,1,33.5,37.17,49.4,778948.4642,9586905.531
T12,60,abiurana,Pouteria gongrijpii,Sapotaceae,41,O,S,2,20.94,34.61,41,778945.6659,9586920.755
T12,61,jatereu,Lecythis idatimon,Lecythidaceae,12.3,O,S,2,11.81,16.96,13.1,778940.2853,9586922.251
T12,62,abiurana branca,Pouteria guianensis,Sapotaceae,20.4,O,S,2,11.37,19.5,21.9,778940.1979,9586923.201
T12,63,casca seca,Licania canescens,Chrysobalanaceae,43.5,O,C,1,17.85,27.45,43.9,778932.8748,9586936.587
T12,64,uxirana,Sacoglottis guianensis,Humiriaceae,13,O,S,2,12.22,17.93,13.8,778939.6931,9586937.92
T12,65,matamata branco,Eschweilera coriacea,Lecythidaceae,54.8,O,C,1,23.2,35.8,55.2,778935.8934,9586937.97
T12,66,macucu,Licania guianensis,Chrysobalanaceae,35.9,O,C,2,17.79,27.44,36.9,778939.7309,9586940.767
T12,67,jutai-pororoca,Dialium guianense,Fabaceae,25,O,S,2,14.53,25.98,26.3,778940.3308,9586940.759
T12,68,ata preta,Annona sp.,Annonaceae,10.1,O,S,2,8.45,11.07,10.1,778941.0235,9586948.343
T12,69,casca seca,Licania canescens,Chrysobalanaceae,36.5,O,C,2,26.97,31.08,37.3,778940.2882,9586952.624
T12,70,abiurana,Pouteria gongrijpii,Sapotaceae,100.7,O,E,1,27.06,44.73,100.7,778937.1326,9586955.988
T12,71,burangica,Galipea trifoliata,Rutaceae,15.4,O,S,1,4.48,6.33,15.9,778941.1431,9586957.359
T12,72,morta,NA,NA,38,O,NA,NA,NA,6.2,37,778940.4267,9586963.064
T12,73,matamata branco,Eschweilera coriacea,Lecythidaceae,39,O,S,2,22.53,35.62,38,778937.227,9586963.106
T12,74,tanibuca,Terminalia amazonia,Combretaceae,55.1,O,C,2,23.43,37.26,58.1,778937.3025,9586968.8
T12,75,macaranduba,Manilkara huberi,Sapotaceae,42.7,O,E,1,24.21,37.36,44.1,778948.3205,9586970.078
T12,76,matamata preto,Eschweilera ovata,Lecythidaceae,58.2,O,C,1,15.91,33.31,59,778944.4467,9586979.621
T12,77,mato,NA,NA,20.8,O,S,2,18.47,24.86,21,778940.6597,9586980.62
T12,78,casca seca,Licania canescens,Chrysobalanaceae,36.9,O,C,2,21.85,30.02,37.4,778937.611,9586992.051
T12,79,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,O,S,2,18.43,33.96,36.8,778942.6232,9586992.934
T12,80,murure,Brosimum acutifolium,Moraceae,35,O,S,2,23.97,33.35,34.8,778940.5178,9587000.081
T12,81,sucupira tento,Ormosia nobilis,Fabaceae,47.3,O,E,1,25.16,37.51,47.9,778939.1179,9587000.099
T12,82,matamata branco,Eschweilera coriacea,Lecythidaceae,35.2,O,S,2,20.53,30.59,36.8,778937.7558,9587002.965
T12,83,cajuacu,Anacardium spruceanum,Anacardiaceae,68.6,O,E,1,21.05,32.65,68.9,778940.9681,9587003.871
T12,84,envira-surucucu,Duguetia surinamensis,Annonaceae,35.5,O,S,2,21.71,31.26,35.8,778938.3006,9587013.873
T12,85,jutai-pororoca,Dialium guianense,Fabaceae,12.7,O,S,3,11.39,14.75,13,778940.1162,9587029.511
T12,86,tatapiririca,Tapirira guianensis,Anacardiaceae,11.5,O,S,3,10.6,15.79,12.3,778940.9144,9587029.975
T12,87,jutai-pororoca,Dialium guianense,Fabaceae,17.5,O,S,3,6.92,11.69,17.3,778940.6648,9587033.775
T12,88,louro preto,Ocotea cernua,Lauraceae,13,O,S,3,9.32,16.44,13.9,778940.8711,9587034.247
T12,89,matamata preto,Eschweilera ovata,Lecythidaceae,42.7,O,S,2,20.15,28.76,43,778945.177,9587034.664
T12,90,macaranduba,Manilkara huberi,Sapotaceae,66.4,O,C,2,21.18,32.86,66.9,778940.0467,9587039.953
T12,91,matamata branco,Eschweilera coriacea,Lecythidaceae,12.2,O,S,2,8.17,11.83,12.4,778941.0592,9587040.888
T12,92,jatereu,Lecythis idatimon,Lecythidaceae,23,O,S,2,9.8,11.27,23,778941.2844,9587042.784
T12,93,tachi preto,Tachigali myrmecophila,Fabaceae,70,O,E,1,20.56,33.95,71,778945.2966,9587043.68
T12,94,abiurana,Pouteria gongrijpii,Sapotaceae,10.9,O,S,3,6.44,15.94,11,778942.3488,9587062.703
T12,95,jutai,Hymenaea parvifolia,Fabaceae,37.6,O,C,2,19.57,30.2,37.3,778947.0672,9587064.064
T12,96,matamata branco,Eschweilera coriacea,Lecythidaceae,46.2,O,C,2,13.23,25.98,46.2,778945.7862,9587065.504
T12,97,casca seca,Licania canescens,Chrysobalanaceae,19.1,O,S,2,15.54,21.44,19.1,778941.8244,9587068.405
T12,98,maracatiara,Astronium graveolens,Anacardiaceae,48.5,O,E,1,21.41,31.92,49.8,778947.2931,9587073.553
T12,99,arataciu,Sagotia racemosa,Euphorbiaceae,12.2,O,S,1,NA,2.31,12.2,778941.3629,9587078.852
T12,100,matamata preto,Eschweilera ovata,Lecythidaceae,17.6,O,S,1,3.71,5.9,17.7,778941.3637,9587086.445
T12,101,tachirana,Stryphnodendron paniculatum,Fabaceae,44.7,O,S,1,16.93,25.12,46.8,778947.4694,9587086.839
T13,1,matamata branco,Eschweilera coriacea,Lecythidaceae,36.4,O,S,2,21.73,30.13,37.2,779078.6394,9586254.766
T13,2,lacre-da-mata,Vismia floribunda,Hypericaceae,58,O,E,1,19.4,39.08,58.7,779074.5276,9586267.126
T13,3,matamata branco,Eschweilera coriacea,Lecythidaceae,37.9,O,C,2,11.59,17.37,38.7,779067.3069,9586261.928
T13,4,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,O,S,2,23.28,33.58,10.5,779067.2627,9586258.829
T13,5,casca seca,Licania canescens,Chrysobalanaceae,37.1,O,C,2,23.34,31.35,37.8,779062.4222,9586253.497
T13,6,abiurana,Pouteria gongrijpii,Sapotaceae,20.2,O,S,2,16.1,24.85,21,779057.2594,9586258.971
T13,7,jatereu,Lecythis idatimon,Lecythidaceae,17.7,O,S,2,14.6,23.04,18.1,779056.3195,9586259.885
T13,8,morta,NA,NA,42,O,NA,NA,NA,4.63,42,779055.3754,9586260.498
T13,9,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.9,O,S,1,23.68,32.44,38.3,779052.6185,9586267.638
T13,10,matamata preto,Eschweilera ovata,Lecythidaceae,28.7,O,S,1,19.6,18.2,28.7,779046.7926,9586260.021
T13,11,casca seca,Licania canescens,Chrysobalanaceae,65,O,C,1,17.29,37.26,60.8,779044.2625,9586249.656
T13,12,abiurana,Pouteria gongrijpii,Sapotaceae,17.8,O,C,2,23.37,30.54,18,779042.9832,9586260.175
T13,13,parajuba,Manilkara bidentata,Sapotaceae,51.7,O,E,1,18.16,35.63,52.4,779038.1071,9586252.344
T13,14,guajara branco,Pouteria sp.,Sapotaceae,58.7,O,E,1,25.48,39.71,59.8,779036.8206,9586262.363
T13,15,seringarana,Micrandra minor,Euphorbiaceae,66,O,C,1,23.2,39.68,65.8,779030.6424,9586263.451
T13,16,macucu,Licania guianensis,Chrysobalanaceae,53.4,O,C,1,24.16,38.02,54.1,779029.7082,9586264.765
T13,17,abiurana branca,Pouteria guianensis,Sapotaceae,45.5,O,C,1,17.77,31.8,45.9,779024.4527,9586263.74
T13,18,abiurana branca,Pouteria guianensis,Sapotaceae,35,O,C,1,19.41,29.65,35.4,779022.4889,9586259.667
T13,19,jatereu,Lecythis idatimon,Lecythidaceae,37.1,O,S,2,22.6,30.85,37.2,779020.4965,9586253.595
T13,20,capueiro,Rinorea guianensis,Violaceae,10.3,O,S,2,13.3,21.82,10.4,779011.5456,9586260.715
T13,21,jatereu,Lecythis idatimon,Lecythidaceae,36.2,O,C,2,18.13,32.02,36.3,779009.6118,9586258.751
T13,22,jatereu,Lecythis idatimon,Lecythidaceae,24.8,O,C,2,23.09,30.15,25,779005.3346,9586259.512
T13,23,papuda,NA,NA,48,O,E,1,16.83,33.63,48.5,779004.7628,9586252.819
T13,24,abiurana,Pouteria gongrijpii,Sapotaceae,48.1,O,C,2,19.63,33.58,48.5,779001.665,9586269.465
T13,25,capueiro,Rinorea guianensis,Violaceae,10.4,O,S,3,8.07,14.27,10.4,779001.5253,9586259.666
