parcela,arvore,comum,cientifico,familia,dap2012,cc2012,hcom,ht,vertical,luminosidade,medicao,dap2014,cc2014
T02,167,morta,NA,NA,57.8,57.5,NA,3.27,NA,NA,20120209,57.6,57.5
T02,168,fava-saboeiro,Abarema cochleata,Fabaceae,52,52.5,15.84,22.71,C,2,20120209,53,52.5
T02,169,roxinho,Peltogyne lecointei,Fabaceae,38.4,37.5,27.98,42.97,C,2,20120209,38.7,37.5
T02,170,embauba,Cecropia ficifolia,Urticaceae,43.7,42.5,23.12,31.05,C,2,20120209,43.9,42.5
T02,171,matamata branco,Eschweilera coriacea,Lecythidaceae,53.3,52.5,21.26,35.85,C,2,20120209,58.8,57.5
T02,172,pintadinho,Poeppigia procera,Fabaceae,44.8,42.5,22.73,36.62,C,2,20120209,44.7,42.5
T02,173,matamata branco,Eschweilera coriacea,Lecythidaceae,42,42.5,17.45,32.63,C,2,20120209,40.3,42.5
T02,174,abiurana,Pouteria gongrijpii,Sapotaceae,48.9,47.5,26.05,38.84,C,2,20120209,49.5,47.5
T02,175,ucuuba,Virola michelii,Myristicaceae,40.1,42.5,18.51,16.57,C,2,20120209,#N/A,#N/A
T02,176,morta,NA,NA,50,52.5,NA,8.67,NA,NA,20120209,50,52.5
T02,177,pintadinho,Poeppigia procera,Fabaceae,48,47.5,20.35,32.68,C,2,20120209,48,47.5
T02,178,uxirana,Sacoglottis guianensis,Humiriaceae,36.9,37.5,20.84,30.29,C,2,20120209,37.8,37.5
T02,179,copaiba,Copaifera reticulata,Fabaceae,81,82.5,27.12,42.54,C,2,20120209,81.9,82.5
T02,180,matamata preto,Eschweilera ovata,Lecythidaceae,41.4,42.5,13.43,28.06,C,2,20120209,42,42.5
T02,181,macucu,Licania guianensis,Chrysobalanaceae,52.9,52.5,21.83,35.41,C,2,20120209,53.5,52.5
T02,182,casca seca,Licania canescens,Chrysobalanaceae,45,47.5,25.19,35.34,C,2,20120209,45.1,47.5
T02,183,morta,NA,NA,35.9,37.5,NA,5.18,NA,NA,20120209,35.9,37.5
T02,184,abiurana casca fina,Pouteria retinervis,Sapotaceae,43,42.5,17.61,27.63,C,2,20120209,42.5,42.5
T02,185,capueiro,Rinorea guianensis,Violaceae,37.8,37.5,14.84,29.54,C,2,20120209,36.9,37.5
T02,186,abiurana,Pouteria gongrijpii,Sapotaceae,52.4,52.5,15.87,29.57,C,2,20120209,53,52.5
T02,187,matamata branco,Eschweilera coriacea,Lecythidaceae,36.4,37.5,16.89,34.88,C,2,20120209,36.7,37.5
T02,188,louro canelado,Ocotea canaliculata,Lauraceae,56.3,57.5,28.53,33.96,C,2,20120209,56.8,57.5
T03,2,caramuxi,Pouteria hispida,Sapotaceae,49.3,47.5,7.14,12.25,C,2,20120128,50.6,52.5
T03,3,parajuba,Manilkara bidentata,Sapotaceae,49,47.5,17.94,30.23,C,2,20120128,50.5,52.5
T03,5,jatoba,Hymenaea courbaril,Fabaceae,105.7,107.5,36.4,53.21,E,1,20120128,#N/A,#N/A
T03,7,abiurana,Pouteria gongrijpii,Sapotaceae,11.4,12.5,5.59,11.22,S,2,20120128,12,12.5
T03,8,inhare,Helicostylis sp.,Moraceae,18,17.5,16.81,27.28,S,3,20120128,18,17.5
T03,10,arataciu,Sagotia racemosa,Euphorbiaceae,14,12.5,6.17,9.68,S,2,20120128,14,12.5
T03,11,mato,NA,NA,32.5,32.5,15.83,23.29,S,2,20120128,33.1,32.5
T03,18,jatereu,Lecythis idatimon,Lecythidaceae,37.4,37.5,17.79,29.69,C,2,20120128,33.3,32.5
T03,19,maracatiara,Astronium graveolens,Anacardiaceae,100,102.5,37.32,54.76,E,1,20120128,#N/A,#N/A
T03,21,angelim rosa,Hymenolobium modestum,Fabaceae,11.3,12.5,2.29,18.67,S,2,20120128,11.8,12.5
T03,24,morta,NA,NA,37,37.5,NA,4.32,NA,NA,20120128,#N/A,#N/A
T03,25,casca seca,Licania canescens,Chrysobalanaceae,24.6,22.5,20.88,34.15,S,2,20120128,25.1,27.5
T03,26,matamata,Eschweilera parviflora,Lecythidaceae,60,62.5,27.64,41.3,C,2,20120128,60.8,62.5
T03,29,louro preto,Nectandra cuspidata,Lauraceae,14.4,12.5,12.06,22.29,S,2,20120128,14.5,12.5
T03,31,tachi,Tachigali myrmecophila,Fabaceae,60.9,62.5,25.89,42.8,C,2,20120128,63,62.5
T03,35,tachi,Tachigali myrmecophila,Fabaceae,45.5,47.5,18.55,30.52,C,2,20120128,48.8,47.5
T03,42,matamata,Eschweilera parviflora,Lecythidaceae,69.8,67.5,9.72,14.18,S,1,20120128,70,72.5
T03,47,cabreuva,Myrocarpus frondosus,Fabaceae,12.8,12.5,13.48,20.66,S,2,20120128,13,12.5
T03,49,morta,NA,NA,35.9,37.5,NA,19.01,NA,NA,20120128,35.9,37.5
T03,56,guajara branco,Pouteria sp.,Sapotaceae,49,47.5,18.54,28.63,C,2,20120128,49.1,47.5
T03,57,pau amarelo,Euxylophora paraensis,Rutaceae,67,67.5,20.44,34.1,C,2,20120128,68.6,67.5
T03,59,pau amarelo,Euxylophora paraensis,Rutaceae,101.1,102.5,24.22,36.85,E,1,20120128,102,102.5
T03,68,seringueira,Hevea brasiliensis,Euphorbiaceae,38.7,37.5,17.71,26.5,E,1,20120128,40.5,42.5
T03,69,capueiro,Rinorea guianensis,Violaceae,17.9,17.5,7.27,19.78,S,3,20120128,18.1,17.5
T03,72,envira,Xylopia sp.,Annonaceae,60.2,62.5,22.27,36.43,C,1,20120128,62.1,62.5
T03,76,louro vermelho,Sextonia rubra,Lauraceae,60.6,62.5,16.42,29.44,S,2,20120128,61.6,62.5
T03,78,capueiro,Rinorea guianensis,Violaceae,47.3,47.5,4.38,7.78,S,2,20120128,22.2,22.5
T03,79,inga,Inga marginata,Fabaceae,27.1,27.5,13.84,15.47,S,2,20120128,28.2,27.5
T03,81,tatapiririca,Tapirira guianensis,Anacardiaceae,13.6,12.5,9.59,14.82,S,2,20120128,14,12.5
T03,83,capueiro,Rinorea guianensis,Violaceae,20.8,22.5,12.38,25.53,S,3,20120128,21.4,22.5
T03,85,inhare,Helicostylis sp.,Moraceae,63.3,62.5,26.49,39.84,C,2,20120128,63.8,62.5
T03,86,matamata,Eschweilera amazonica,Lecythidaceae,30.9,32.5,17.98,32.21,S,2,20120128,31.5,32.5
T03,87,macaranduba,Manilkara huberi,Sapotaceae,67,67.5,36.64,60.44,E,1,20120128,67,67.5
T03,89,coracao-de-negro,Chamaecrista xinguensis,Fabaceae,16.5,17.5,15.08,19.19,S,3,20120128,16.6,17.5
T03,91,louro preto,Ocotea cernua,Lauraceae,38.8,37.5,21.41,35.78,C,2,20120128,41.2,42.5
T03,92,inga amarelo,Inga sp.,Fabaceae,10.4,12.5,4.99,9.28,S,3,20120128,10.5,12.5
T03,95,morta,NA,NA,36,37.5,NA,2.29,NA,NA,20120128,36,37.5
T03,97,breu branco,Protium paniculatum,Burseraceae,39.7,37.5,25.34,31.05,C,2,20120128,44,42.5
T03,98,matamata,Eschweilera amazonica,Lecythidaceae,41.6,42.5,14.27,30.55,C,2,20120128,45.7,47.5
T03,100,jatereu,Lecythis idatimon,Lecythidaceae,23.4,22.5,12.94,24.56,S,2,20120128,23.8,22.5
T03,102,abiurana,Pouteria gongrijpii,Sapotaceae,45.4,47.5,22.5,32.89,C,1,20120128,47.4,47.5
T03,103,pau amarelo,Euxylophora paraensis,Rutaceae,120,122.5,27.09,38.03,E,1,20120128,121.5,122.5
T03,106,merauba,Mouriri collocarpa,Melastomataceae,13.5,12.5,35.88,56.4,S,2,20120128,14,12.5
T03,107,timborana,Pseudopiptadenia suaveolens,Fabaceae,65,67.5,9.51,15.69,E,1,20120128,65,67.5
T03,108,morta,NA,NA,12.8,12.5,NA,11.61,NA,NA,20120128,#N/A,#N/A
T03,109,macaranduba,Manilkara huberi,Sapotaceae,82,82.5,31.73,43.03,E,1,20120128,83.1,82.5
T03,110,matamata,Eschweilera amazonica,Lecythidaceae,28.4,27.5,12.85,24.54,S,2,20120128,29.3,27.5
T03,111,parajuba,Manilkara bidentata,Sapotaceae,71,72.5,28.17,39.61,S,1,20120128,72.1,72.5
T03,113,tachi vermelho,Tachigali paniculata,Fabaceae,13,12.5,10.97,18.6,S,2,20120128,15,17.5
T03,116,taperebarana,Spondias sp.,Anacardiaceae,68.7,67.5,18.38,32.55,C,1,20120128,68.9,67.5
T03,119,parajuba,Manilkara bidentata,Sapotaceae,80,82.5,37.94,51.89,E,1,20120128,80,82.5
T03,120,breu vermelho,Protium hebetatum,Burseraceae,36.7,37.5,25.75,36.4,S,1,20120128,37.7,37.5
T03,123,abiurana,Pouteria gongrijpii,Sapotaceae,12,12.5,14.56,20.49,S,2,20120128,12.4,12.5
T03,125,jatereu,Lecythis idatimon,Lecythidaceae,29.5,27.5,22.35,29.32,S,1,20120128,30,32.5
T03,130,abiurana,Pouteria gongrijpii,Sapotaceae,22.2,22.5,9.1,13.7,S,2,20120128,21.8,22.5
T03,132,morta,NA,NA,20.4,22.5,NA,5.01,NA,NA,20120128,20.4,22.5
T03,137,morta,NA,NA,14.1,12.5,NA,1.83,NA,NA,20120128,14.1,12.5
T03,138,jatereu,Lecythis idatimon,Lecythidaceae,11.4,12.5,11.81,16.2,S,3,20120128,11.8,12.5
T03,140,uxirana,Sacoglottis guianensis,Humiriaceae,12,12.5,14.64,21.93,S,3,20120128,13.5,12.5
T03,143,caramuxi,Pouteria hispida,Sapotaceae,36.5,37.5,22.27,34.77,S,2,20120128,37.5,37.5
T03,146,uxirana,Sacoglottis guianensis,Humiriaceae,44.5,42.5,23.45,41,C,2,20120128,46,47.5
T03,147,arataciu,Sagotia racemosa,Euphorbiaceae,15.4,17.5,10.15,14.3,S,2,20120128,15.9,17.5
T03,148,copaiba,Copaifera reticulata,Fabaceae,69.3,67.5,28.79,47.58,E,1,20120128,70.3,72.5
T03,152,matamata,Eschweilera parviflora,Lecythidaceae,32.9,32.5,19.01,27.6,S,3,20120128,32.2,32.5
T03,155,matamata,Eschweilera parviflora,Lecythidaceae,29.4,27.5,16.51,26.59,S,2,20120128,29.7,27.5
T03,156,abiurana,Pouteria gongrijpii,Sapotaceae,63.3,62.5,26.06,35.79,C,1,20120128,64,62.5
T03,157,morta,NA,NA,49.8,47.5,NA,2.88,NA,NA,20120128,49.8,47.5
T03,159,capueiro,Rinorea guianensis,Violaceae,19.9,17.5,13,20.29,S,3,20120128,20.1,22.5
T03,160,capueiro,Rinorea guianensis,Violaceae,20.7,22.5,15.06,20.88,S,3,20120128,20.9,22.5
T03,161,fava-atana,Parkia gigantocarpa,Fabaceae,95,97.5,22.74,56.83,E,1,20120128,97,97.5
T03,167,arataciu,Sagotia racemosa,Euphorbiaceae,10.9,12.5,6.4,12.38,S,2,20120128,11.5,12.5
T03,169,inhare,Helicostylis sp.,Moraceae,51.6,52.5,20.22,28.13,C,1,20120128,52,52.5
T03,170,inga,Inga marginata,Fabaceae,38,37.5,15.96,24.65,C,2,20120128,38.6,37.5
T03,171,mapatirana,Pourouma villosa,Urticaceae,40.4,42.5,17.38,29.89,C,2,20120128,42,42.5
T03,172,breu vermelho,Protium hebetatum,Burseraceae,36.1,37.5,24.08,33.68,C,2,20120128,38.2,37.5
T03,173,jatereu,Lecythis idatimon,Lecythidaceae,37.3,37.5,20.7,28.94,C,2,20120128,37.5,37.5
T03,174,iperana,Eperua bijuga,Fabaceae,36.5,37.5,20.79,31.64,C,2,20120128,36.7,37.5
T03,175,iperana,Eperua bijuga,Fabaceae,36.5,37.5,20.56,29.21,C,2,20120128,36.7,37.5
T03,177,matamata preto,Eschweilera ovata,Lecythidaceae,35.6,37.5,21.22,29.68,C,1,20120128,46.3,47.5
T03,178,breu vermelho,Protium hebetatum,Burseraceae,48.5,47.5,22.05,29.02,C,1,20120128,49.5,47.5
T03,179,pente-de-macaco,Apeiba petoumo,Malvaceae,42.2,42.5,24.14,29.47,S,2,20120128,42.5,42.5
T03,180,mapatirana,Pourouma minor,Urticaceae,41.1,42.5,21.5,28.89,C,1,20120128,42.5,42.5
T03,181,barrote,Tetragastris altissima,Burseraceae,52.5,52.5,18.53,28.73,C,2,20120128,54,52.5
T03,182,matamata preto,Eschweilera ovata,Lecythidaceae,52.2,52.5,19.3,32.52,C,1,20120128,53,52.5
T03,183,abiurana,Pouteria gongrijpii,Sapotaceae,45.7,47.5,12.13,19.41,S,1,20120128,45.7,47.5
T03,184,abiurana,Pouteria gongrijpii,Sapotaceae,43.9,42.5,19.45,30.01,C,2,20120128,45.5,47.5
T03,185,tauari,Couratari stellata,Lecythidaceae,50,52.5,24.09,37.17,C,1,20120128,51,52.5
T03,186,axixa,Sterculia pruriens,Malvaceae,46.5,47.5,19.15,28.55,C,1,20120128,46.8,47.5
T03,187,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,47.5,24.53,35.72,S,2,20120128,46.7,47.5
T03,188,matamata,Eschweilera parviflora,Lecythidaceae,44,42.5,11.02,13.63,S,1,20120128,#N/A,#N/A
T04,2,breu branco,Protium paniculatum,Burseraceae,17.3,17.5,11.84,19.23,S,3,20120211,18.5,17.5
T04,3,morta,NA,NA,20.6,22.5,NA,8.44,NA,NA,20120211,20.6,22.5
T04,4,andirobarana,Guarea guidonia,Meliaceae,35.6,37.5,13.65,25.09,C,2,20120211,35.5,37.5
T04,5,matamata preto,Eschweilera ovata,Lecythidaceae,17.3,17.5,7.62,14.99,S,2,20120211,17.2,17.5
T04,8,caramuxi,Pouteria hispida,Sapotaceae,14.7,12.5,10.07,17.87,S,3,20120211,15,17.5
T04,10,mapatirana,Pourouma villosa,Urticaceae,10,12.5,8.72,13.03,S,3,20120211,10.7,12.5
T04,11,capueiro,Rinorea guianensis,Violaceae,15.6,17.5,8.47,17.12,S,2,20120211,15.3,17.5
T04,12,piquiarana,Caryocar glabrum,Caryocaraceae,54,52.5,14.53,24.79,S,2,20120211,54.9,52.5
T04,13,angelim vermelho,Dinizia excelsa,Fabaceae,200,202.5,39.54,63.85,S,1,20120211,200,202.5
T04,14,matamata branco,Eschweilera coriacea,Lecythidaceae,19,17.5,14.16,22.76,S,2,20120211,21.1,22.5
T04,17,morta,NA,NA,28.9,27.5,NA,18.44,NA,NA,20120211,28.8,27.5
T04,18,matamata,Eschweilera amazonica,Lecythidaceae,14.5,12.5,8.35,14.17,S,2,20120211,14.6,12.5
T04,19,breu branco,Protium paniculatum,Burseraceae,11.6,12.5,6.94,10.65,S,2,20120211,11.6,12.5
T04,22,ucurana,Sloanea guianensis,Elaeocarpaceae,30.1,32.5,12.37,21.82,C,2,20120211,29.8,27.5
T04,25,pau-jacare,Laetia procera,Salicaceae,31.9,32.5,6.22,8.93,S,2,20120211,32.3,32.5
T04,27,angelim rajado,Zygia racemosa,Fabaceae,12.5,12.5,8.44,15.46,S,2,20120211,12.2,12.5
T04,29,barrote,Tetragastris altissima,Burseraceae,20.1,22.5,10.09,18.6,S,2,20120211,20.1,22.5
T04,30,morta,NA,NA,51.5,52.5,NA,11.3,NA,NA,20120211,51.1,52.5
T04,31,matamata branco,Eschweilera coriacea,Lecythidaceae,13.6,12.5,5.72,11.8,S,2,20120211,14.6,12.5
T04,32,morta,NA,NA,28.5,27.5,NA,8.16,NA,NA,20120211,28.5,27.5
T04,34,canela-de-jacamim,Rinorea pubiflora,Violaceae,10.2,12.5,3.34,5.07,S,3,20120211,10.3,12.5
T04,35,anani,Symphonia globulifera,Clusiaceae,40.4,42.5,20.1,29.97,C,2,20120211,40.9,42.5
T04,36,abiurana,Pouteria gongrijpii,Sapotaceae,17.6,17.5,4.59,6.72,S,3,20120211,17.8,17.5
T04,41,abiurana,Pouteria gongrijpii,Sapotaceae,15.7,17.5,7.75,16.29,S,3,20120211,16.1,17.5
T04,42,muirapiranga,Brosimum rubescens,Moraceae,55,57.5,17.85,27.84,C,2,20120211,55.6,57.5
T04,44,louro preto,Nectandra cuspidata,Lauraceae,65,67.5,22.11,37.8,C,2,20120211,66,67.5
T04,45,jatereu,Lecythis idatimon,Lecythidaceae,30,32.5,11.56,21.9,S,3,20120211,29.9,27.5
T04,46,matamata branco,Eschweilera coriacea,Lecythidaceae,16.7,17.5,15.55,23.7,S,2,20120211,17.1,17.5
T04,47,cajuacu,Anacardium spruceanum,Anacardiaceae,72.5,72.5,24.54,38.87,C,2,20120211,74.2,72.5
T04,50,jatereu,Lecythis idatimon,Lecythidaceae,23.1,22.5,19.07,23.52,C,2,20120211,22.6,22.5
T04,52,abiu cutite,NA,NA,16.8,17.5,9.71,13.94,S,3,20120211,17.1,17.5
T04,53,abiu cutite,NA,NA,12,12.5,10.81,13.85,S,3,20120211,12.2,12.5
T04,56,abiurana,Pouteria gongrijpii,Sapotaceae,29.4,27.5,19.85,30.79,C,2,20120211,38.5,37.5
T04,57,iperana,Eperua bijuga,Fabaceae,16.4,17.5,17.35,25.63,S,3,20120211,16.7,17.5
T04,58,uxirana,Sacoglottis guianensis,Humiriaceae,50.6,52.5,22.53,35.62,C,2,20120211,51,52.5
T04,60,tachi vermelho,Tachigali paniculata,Fabaceae,72.7,72.5,22.19,38.64,S,2,20120211,67,67.5
T04,62,casca seca,Licania canescens,Chrysobalanaceae,40.7,42.5,11.59,24.15,C,2,20120211,41.3,42.5
T04,63,matamata,Eschweilera parviflora,Lecythidaceae,40.8,42.5,19.53,31.4,C,2,20120211,44,42.5
T04,66,breu branco,Protium paniculatum,Burseraceae,14,12.5,2.33,24.55,S,3,20120211,14.2,12.5
T04,67,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,80,82.5,27.39,47.29,C,2,20120211,80,82.5
T04,68,ucuuba,Virola michelii,Myristicaceae,19,17.5,19.33,22.49,S,3,20120211,19,17.5
T04,69,caramuxi,Pouteria hispida,Sapotaceae,46.3,47.5,21.42,28.14,C,2,20120211,46.2,47.5
T04,70,iperana,Eperua bijuga,Fabaceae,10.1,12.5,13.31,17.04,S,3,20120211,10.2,12.5
T04,71,barrote,Tetragastris altissima,Burseraceae,51.9,52.5,26.67,38.2,C,2,20120211,52,52.5
T04,73,abiurana,Pouteria gongrijpii,Sapotaceae,16.2,17.5,7.13,12.69,S,2,20120211,16.3,17.5
T04,74,iperana,Eperua bijuga,Fabaceae,58.1,57.5,19.93,32.91,C,2,20120211,48.2,47.5
T04,75,abiurana,Pouteria gongrijpii,Sapotaceae,39.9,37.5,23.34,36.4,S,2,20120211,39.9,37.5
T04,78,abiurana,Pouteria gongrijpii,Sapotaceae,33.8,32.5,11.6,25.65,C,2,20120211,34.2,32.5
T04,79,jatereu,Lecythis idatimon,Lecythidaceae,37.1,37.5,14.82,24.23,C,2,20120211,37.4,37.5
T04,80,capueiro,Rinorea guianensis,Violaceae,21.1,22.5,13.29,18.08,S,2,20120211,21.7,22.5
T04,83,matamata preto,Eschweilera ovata,Lecythidaceae,51.8,52.5,19.29,25.71,C,2,20120211,50.5,52.5
T04,85,iperana,Eperua bijuga,Fabaceae,17.7,17.5,15.84,19.93,C,2,20120211,18.5,17.5
T04,86,muirapiranga,Brosimum rubescens,Moraceae,22.2,22.5,15.86,21.41,C,2,20120211,22.2,22.5
T04,87,matamata branco,Eschweilera coriacea,Lecythidaceae,39.1,37.5,19.8,28.91,C,2,20120211,39,37.5
T04,89,seringarana,Micrandra minor,Euphorbiaceae,57.6,57.5,21.73,35.67,C,2,20120211,57.7,57.5
T04,90,abiurana,Pouteria gongrijpii,Sapotaceae,18.4,17.5,15.59,22.88,S,3,20120211,18.5,17.5
T04,91,matamata,Eschweilera parviflora,Lecythidaceae,20.4,22.5,14.57,21.31,S,3,20120211,21.7,22.5
T04,93,macucu,Licania guianensis,Chrysobalanaceae,13.1,12.5,8.81,15.87,S,3,20120211,13,12.5
T04,94,matamata branco,Eschweilera coriacea,Lecythidaceae,61.7,62.5,22.3,32.7,C,2,20120211,60.9,62.5
T04,95,casca seca,Licania canescens,Chrysobalanaceae,10.6,12.5,8.52,13.32,S,3,20120211,10.6,12.5
T04,96,copaiba,Copaifera reticulata,Fabaceae,48.7,47.5,17.17,29.63,C,2,20120211,48.4,47.5
T04,97,jatereu,Lecythis idatimon,Lecythidaceae,11.8,12.5,6.72,14.13,S,2,20120211,11.9,12.5
T04,99,barrote,Tetragastris altissima,Burseraceae,45.6,47.5,19.21,30.84,C,2,20120211,46,47.5
T04,100,jatereu,Lecythis idatimon,Lecythidaceae,74,72.5,4.32,7.77,S,3,20120211,74,72.5
T04,102,breu vermelho,Protium hebetatum,Burseraceae,46.9,47.5,11.43,18.01,C,2,20120211,47.7,47.5
T04,103,jatereu,Lecythis idatimon,Lecythidaceae,12.8,12.5,6.45,14.43,S,2,20120211,13,12.5
T04,104,macaranduba,Manilkara huberi,Sapotaceae,18.9,17.5,7.84,12.85,S,2,20120211,18.9,17.5
T04,107,macucu,Licania guianensis,Chrysobalanaceae,18.4,17.5,7.14,11.13,S,2,20120211,20.3,22.5
T04,108,abiurana,Pouteria gongrijpii,Sapotaceae,39.9,37.5,14.53,21.73,C,2,20120211,51.6,52.5
T04,109,abiurana,Pouteria gongrijpii,Sapotaceae,16.6,17.5,7.9,12.26,S,2,20120211,17.6,17.5
T04,111,tachi preto,Tachigali myrmecophila,Fabaceae,60,62.5,19.74,45.45,E,1,20120211,60,62.5
T04,114,macucu,Licania guianensis,Chrysobalanaceae,24.4,22.5,9.63,24.46,C,2,20120211,25.3,27.5
T04,117,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,41,42.5,12.74,30.94,C,2,20120211,41.1,42.5
T04,118,seringarana,Micrandra minor,Euphorbiaceae,55.1,57.5,14.41,31.89,C,2,20120211,56.9,57.5
T04,119,matamata,Eschweilera parviflora,Lecythidaceae,10.8,12.5,7.58,12.25,S,3,20120211,10.8,12.5
T04,122,abiurana,Pouteria gongrijpii,Sapotaceae,27.5,27.5,15.43,24.38,C,2,20120211,27.7,27.5
T04,124,morta,NA,NA,50,52.5,NA,22.13,NA,NA,20120211,50,52.5
T04,125,abiurana,Pouteria gongrijpii,Sapotaceae,39.5,37.5,22.67,32.09,C,2,20120211,39,37.5
T04,127,pau santo,Zollernia paraensis,Fabaceae,69.2,67.5,17.33,35.88,C,2,20120211,69,67.5
T04,128,fava-bolacha,Vatairea guianensis,Fabaceae,60,62.5,22.65,32.34,S,2,20120211,60,62.5
T04,129,abiurana,Pouteria gongrijpii,Sapotaceae,11.1,12.5,9.7,19.43,S,3,20120211,11.3,12.5
T04,131,abiurana,Pouteria gongrijpii,Sapotaceae,17.7,17.5,11.4,29.53,S,3,20120211,17.9,17.5
T04,135,capueiro,Rinorea guianensis,Violaceae,21.1,22.5,11.13,22.61,S,2,20120211,21.6,22.5
T04,137,pintadinho,Poeppigia procera,Fabaceae,38.2,37.5,12.77,19.46,C,2,20120211,39.2,37.5
T04,138,barrote,Tetragastris altissima,Burseraceae,60.5,62.5,11.89,29.6,S,2,20120211,60.9,62.5
T04,140,matamata branco,Eschweilera coriacea,Lecythidaceae,30,32.5,10.27,18.06,S,2,20120211,29.9,27.5
T04,141,jatereu,Lecythis idatimon,Lecythidaceae,15.5,17.5,9.07,13.89,S,2,20120211,16.2,17.5
T04,142,capueiro,Rinorea guianensis,Violaceae,11.5,12.5,7.66,13.85,S,3,20120211,12.2,12.5
T04,143,matamata preto,Eschweilera ovata,Lecythidaceae,43,42.5,11.94,23.68,C,2,20120211,42.8,42.5
T04,144,matamata branco,Eschweilera coriacea,Lecythidaceae,23.7,22.5,13.74,21.41,S,2,20120211,24.3,22.5
T04,146,morta,NA,NA,46.8,47.5,NA,34.77,NA,NA,20120211,46.8,47.5
T04,147,morta,NA,NA,36.5,37.5,NA,27.64,NA,NA,20120211,36.5,37.5
T04,148,macaranduba,Manilkara huberi,Sapotaceae,36.1,37.5,19.78,28.27,C,2,20120211,37.2,37.5
T04,149,ucurana,Sloanea guianensis,Elaeocarpaceae,42.6,42.5,31.77,36.57,C,2,20120211,43,42.5
T04,150,uxi,Endopleura uchi,Humiriaceae,59.2,57.5,31.83,43.7,C,2,20120211,60.5,62.5
T04,151,abiurana,Pouteria gongrijpii,Sapotaceae,54.9,52.5,21.76,17.41,C,2,20120211,55.1,57.5
T04,152,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,42.5,22.87,34.75,C,2,20120211,40,42.5
T04,153,matamata branco,Eschweilera coriacea,Lecythidaceae,45.7,47.5,17.59,39.64,C,2,20120211,45.3,47.5
T04,154,abiurana,Pouteria gongrijpii,Sapotaceae,45.5,47.5,16.06,27.34,C,2,20120211,46.1,47.5
T04,155,ucuuba,Virola michelii,Myristicaceae,40.7,42.5,22.42,33.15,C,2,20120211,41.7,42.5
T04,156,maracatiara,Astronium graveolens,Anacardiaceae,68.1,67.5,31.09,42.92,E,1,20120211,68.1,67.5
T04,157,macaranduba,Manilkara huberi,Sapotaceae,37.3,37.5,21.46,29.4,C,2,20120211,38.6,37.5
T04,158,casca seca,Licania canescens,Chrysobalanaceae,10.5,12.5,9.57,16.13,S,3,20120211,10.7,12.5
T04,159,muiratinga,Maquira coriacea,Moraceae,40.4,42.5,16.61,26.07,C,2,20120211,40.2,42.5
T04,160,breu vermelho,Protium hebetatum,Burseraceae,41.2,42.5,20.75,33.35,C,2,20120211,43.3,42.5
T04,161,breu barrote,Tetragastris panamensis,Burseraceae,48.9,47.5,18.27,29,C,2,20120211,49.2,47.5
T04,162,jatereu,Lecythis idatimon,Lecythidaceae,36.7,37.5,19.2,22.94,C,2,20120211,36.9,37.5
T04,163,morta,NA,NA,39.5,37.5,NA,3.78,NA,NA,20120211,39.5,37.5
T04,164,fava-paricana,Dimorphandra macrostachya,Fabaceae,10.7,12.5,10.35,15.12,S,2,20120211,13.3,12.5
T04,165,cupiuba,Goupia glabra,Goupiaceae,41.1,42.5,19.15,28.69,C,2,20120211,42.5,42.5
T04,166,iperana,Eperua bijuga,Fabaceae,43.5,42.5,18.5,28.11,C,2,20120211,44.8,42.5
T04,167,morta,NA,NA,35.5,37.5,NA,28.11,NA,NA,20120211,35.4,37.5
T04,168,caramuxi,Pouteria hispida,Sapotaceae,45,47.5,23.69,35.51,C,2,20120211,46,47.5
T04,169,caramuxi,Pouteria hispida,Sapotaceae,36.6,37.5,18.95,28.42,C,2,20120211,38.2,37.5
T04,170,morta,NA,NA,38.1,37.5,NA,25.82,NA,NA,20120211,38.1,37.5
T04,171,matamata branco,Eschweilera coriacea,Lecythidaceae,42.2,42.5,18.22,27.56,C,2,20120211,44.4,42.5
T04,172,iperana,Eperua bijuga,Fabaceae,41.1,42.5,14.09,30.82,C,2,20120211,42.4,42.5
T04,173,louro preto,Nectandra cuspidata,Lauraceae,46.6,47.5,26.6,35.07,C,2,20120211,47.7,47.5
T04,174,abiurana,Pouteria gongrijpii,Sapotaceae,39.9,37.5,17.51,24.76,C,2,20120211,39.8,37.5
T04,175,casca seca,Licania canescens,Chrysobalanaceae,42.9,42.5,29.74,36.81,S,2,20120211,43.6,42.5
T04,176,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50.4,52.5,28.32,42.2,C,2,20120211,51.5,52.5
T04,177,abiurana,Pouteria gongrijpii,Sapotaceae,54.4,52.5,22.1,29.08,C,2,20120211,54.6,52.5
T04,178,casca seca,Licania canescens,Chrysobalanaceae,46.6,47.5,28.6,37.86,C,2,20120211,47.2,47.5
T05,3,murta,NA,NA,10.4,12.5,NA,13.2,NA,NA,20120131,10.4,12.5
T05,5,freijo branco,Cordia scabrifolia,Boraginaceae,35.8,37.5,19.52,26.1,S,1,20120131,36.4,37.5
T05,6,ucuuba,Virola michelii,Myristicaceae,47.7,47.5,20.79,28.89,C,2,20120131,47.7,47.5
