parcela,arvore,comum,cientifico,familia,dap2012,cc2012,hcom,ht,vertical,luminosidade,medicao,dap2014,cc2014
T17,55,jatereu,Lecythis idatimon,Lecythidaceae,14.2,12.5,9.92,14.91,S,2,20120314,14.4,12.5
T17,56,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,42.5,12.05,28.12,E,1,20120314,41,42.5
T17,57,abiurana,Pouteria gongrijpii,Sapotaceae,12.2,12.5,8,10.55,S,3,20120314,12.5,12.5
T17,58,araracanga,Aspidosperma spruceanum,Apocynaceae,47.3,47.5,20.37,36.82,C,2,20120314,48.7,47.5
T17,59,breu branco,Protium paniculatum,Burseraceae,16.2,17.5,12.14,17.38,S,3,20120314,16.3,17.5
T17,60,breu branco,Protium paniculatum,Burseraceae,12.5,12.5,10.04,17.38,S,2,20120314,12.6,12.5
T17,61,inga peludo,Inga grandis,Fabaceae,21,22.5,8.08,16.18,S,2,20120314,21,22.5
T17,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,67.7,67.5,21.82,38,C,1,20120314,70.9,72.5
T17,63,matamata preto,Eschweilera ovata,Lecythidaceae,35.5,37.5,15.85,31.43,C,2,20120314,36.3,37.5
T17,64,louro preto,Nectandra cuspidata,Lauraceae,23.1,22.5,18.17,26.65,S,1,20120314,23.1,22.5
T17,65,guajara branco,Pouteria sp.,Sapotaceae,45.1,47.5,11.8,19.37,C,2,20120314,46,47.5
T17,66,morta,NA,NA,24,22.5,NA,12.7,NA,NA,20120314,#N/A,#N/A
T17,68,morta,NA,NA,30.5,32.5,NA,7.67,NA,NA,20120314,30.5,32.5
T17,69,mututi,Pterocarpus sp.,Fabaceae,50,52.5,29.03,44.79,E,1,20120314,51,52.5
T17,70,matamata branco,Eschweilera coriacea,Lecythidaceae,26.1,27.5,10.99,16.06,S,1,20120314,26.2,27.5
T17,71,inga amarelo,Inga sp.,Fabaceae,10.5,12.5,8.37,11.51,S,2,20120314,11.2,12.5
T17,72,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.3,12.5,5.88,8.57,S,2,20120314,10.5,12.5
T17,73,araracanga,Aspidosperma spruceanum,Apocynaceae,17.7,17.5,18.6,21.18,S,2,20120314,18,17.5
T17,74,ata preta,Annona sp.,Annonaceae,10.2,12.5,10.02,13.39,S,2,20120314,10.7,12.5
T17,75,abiurana,Pouteria gongrijpii,Sapotaceae,22.5,22.5,22.29,27.55,S,2,20120314,23,22.5
T17,76,carapanauba,Aspidosperma excelsum,Apocynaceae,63.7,62.5,18.35,29.07,C,2,20120314,64.3,62.5
T17,77,jatereu,Lecythis idatimon,Lecythidaceae,26.5,27.5,16.94,22.78,S,2,20120314,26.6,27.5
T17,78,matamata preto,Eschweilera ovata,Lecythidaceae,16.1,17.5,7.89,20.56,S,2,20120314,18.2,17.5
T17,79,mapatirana,Pourouma minor,Urticaceae,45.5,47.5,23.6,30.85,C,2,20120314,45.6,47.5
T17,80,inga branco,Inga thibaudiana,Fabaceae,35,37.5,18.89,28.58,C,1,20120314,37.5,37.5
T17,81,freijo cinza,Cordia goeldiana,Boraginaceae,46.2,47.5,29.35,41.54,C,1,20120314,46.5,47.5
T17,82,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,52.5,26.68,45.83,C,1,20120314,55.2,57.5
T17,83,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,12.5,9.06,13.62,S,2,20120314,11,12.5
T17,84,seringueira,Hevea brasiliensis,Euphorbiaceae,36.7,37.5,18.1,31.03,C,1,20120314,36.8,37.5
T17,85,jatereu,Lecythis idatimon,Lecythidaceae,17.5,17.5,15.26,25.52,C,1,20120314,18.3,17.5
T17,86,cacau,Theobroma glaucum,Malvaceae,29,27.5,21.22,25.95,C,1,20120314,29.5,27.5
T17,87,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.7,37.5,16.65,28.07,C,1,20120314,38.7,37.5
T17,88,morta,NA,NA,59.5,57.5,NA,18.56,NA,NA,20120314,#N/A,#N/A
T17,89,matamata preto,Eschweilera ovata,Lecythidaceae,16.6,17.5,6.99,12.03,S,3,20120314,16.7,17.5
T17,90,tatapiririca,Tapirira guianensis,Anacardiaceae,36,37.5,20.34,32.88,S,2,20120314,40,42.5
T17,91,ucuuba,Virola michelii,Myristicaceae,10.3,12.5,13.05,16.83,S,2,20120314,10.5,12.5
T17,92,tachi vermelho,Tachigali paniculata,Fabaceae,70,72.5,29.8,42.03,E,1,20120314,72,72.5
T17,93,jatereu,Lecythis idatimon,Lecythidaceae,17.1,17.5,22.42,27.36,S,2,20120314,17.4,17.5
T17,94,morta,NA,NA,30.8,32.5,NA,11.05,NA,NA,20120314,#N/A,#N/A
T17,95,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45,47.5,20.45,30.75,S,1,20120314,45.2,47.5
T17,96,jarana,Lecythis lurida,Lecythidaceae,90.3,92.5,23.93,39.99,C,1,20120314,90.3,92.5
T17,97,morta,NA,NA,48,47.5,NA,7.02,NA,NA,20120314,#N/A,#N/A
T17,98,jatereu,Lecythis idatimon,Lecythidaceae,11.8,12.5,13.08,18.77,S,2,20120314,12.2,12.5
T17,99,jatereu,Lecythis idatimon,Lecythidaceae,36.8,37.5,1.87,25.91,C,1,20120314,37.7,37.5
T18,1,jatereu,Lecythis idatimon,Lecythidaceae,17.9,17.5,14.86,21.04,S,1,20120322,19,17.5
T18,2,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,17.5,14.87,22.16,S,1,20120322,19,17.5
T18,3,matamata branco,Eschweilera coriacea,Lecythidaceae,17.2,17.5,14.35,22.16,S,1,20120322,20,22.5
T18,4,matamata branco,Eschweilera coriacea,Lecythidaceae,12.9,12.5,13.36,22.16,S,1,20120322,14.5,12.5
T18,5,copaiba,Copaifera reticulata,Fabaceae,53.5,52.5,31.02,39.33,S,1,20120322,54.7,52.5
T18,6,cucutitiriba,Pouteria sp.,Sapotaceae,10.2,12.5,10.98,15.44,S,2,20120322,#N/A,#N/A
T18,8,roxinho,Peltogyne lecointei,Fabaceae,88,87.5,17.82,39.4,E,1,20120322,#N/A,#N/A
T18,9,parajuba,Manilkara bidentata,Sapotaceae,52.3,52.5,25.02,34.22,C,1,20120322,53.6,52.5
T18,10,envira-cunauaru,Annona ambotay,Annonaceae,35.7,37.5,30.05,43.08,C,2,20120322,40.1,42.5
T18,11,inhare,Helicostylis sp.,Moraceae,57.8,57.5,16.33,29.75,E,1,20120322,57.8,57.5
T18,13,matamata,Eschweilera parviflora,Lecythidaceae,41.4,42.5,25.06,31.79,S,2,20120322,#N/A,#N/A
T18,14,pau-para-tudo,Simaba cedron,Simaroubaceae,12.2,12.5,10.83,13.23,S,3,20120322,12.3,12.5
T18,15,matamata-jiboia,Eschweilera sp.,Lecythidaceae,37.3,37.5,22.13,30.14,C,2,20120322,38.4,37.5
T18,16,inga vermelho,Inga alba,Fabaceae,39.6,37.5,14.5,18.77,S,2,20120322,40.2,42.5
T18,17,parapara,Jacaranda copaia,Bignoniaceae,41.1,42.5,19.68,29.23,C,2,20120322,41.8,42.5
T18,18,uxi,Endopleura uchi,Humiriaceae,30,32.5,25.57,34.75,S,2,20120322,30,32.5
T18,19,jatoba,Hymenaea courbaril,Fabaceae,28.7,27.5,28.84,40.39,S,2,20120322,29.7,27.5
T18,20,tachi preto,Tachigali myrmecophila,Fabaceae,50,52.5,25.9,51.68,E,1,20120322,50.4,52.5
T18,21,seringueira,Hevea brasiliensis,Euphorbiaceae,35,37.5,21.27,34.8,S,2,20120322,35.6,37.5
T18,22,morototo,Schefflera morototoni,Araliaceae,35.1,37.5,26.78,30.51,S,2,20120322,36.7,37.5
T18,23,capueiro,Rinorea guianensis,Violaceae,16.9,17.5,21.01,25.73,S,2,20120322,17.3,17.5
T18,24,abiurana,Pouteria gongrijpii,Sapotaceae,28.9,27.5,22.43,29.39,S,2,20120322,29.2,27.5
T18,25,inga vermelho,Inga alba,Fabaceae,28,27.5,21.63,31.23,S,2,20120322,29.3,27.5
T18,26,mato,NA,NA,37.4,37.5,18.77,30.57,S,2,20120322,35.2,37.5
T18,27,mapatirana,Pourouma villosa,Urticaceae,40.8,42.5,24.49,33.31,C,2,20120322,41.6,42.5
T18,28,tachi branco,Tachigali paniculata,Fabaceae,49.9,47.5,25.97,33.98,S,2,20120322,52.8,52.5
T18,29,matamata branco,Eschweilera coriacea,Lecythidaceae,49.7,47.5,24.17,32.99,C,2,20120322,50.4,52.5
T18,30,embauba branca,Cecropia palmata,Urticaceae,40.7,42.5,23.4,28.91,C,1,20120322,41.5,42.5
T18,31,mapatirana,Pourouma minor,Urticaceae,39.5,37.5,21.11,29.93,C,2,20120322,42.5,42.5
T18,32,morta,NA,NA,17.4,17.5,NA,6.21,NA,NA,20120322,#N/A,#N/A
T18,33,copaiba,Copaifera reticulata,Fabaceae,73.5,72.5,25.59,32.4,E,1,20120322,74.5,72.5
T18,34,jatereu,Lecythis idatimon,Lecythidaceae,25.8,27.5,9.33,21.32,S,2,20120322,26.1,27.5
T18,35,inga peludo,Inga grandis,Fabaceae,14.2,12.5,13.59,23.51,S,2,20120322,15.6,17.5
T18,36,capueiro,Rinorea guianensis,Violaceae,11.7,12.5,6.82,10.05,S,2,20120322,#N/A,#N/A
T18,37,macaranduba,Manilkara huberi,Sapotaceae,86.3,87.5,42.24,53.52,E,1,20120322,90.2,92.5
T18,38,arataciu,Sagotia racemosa,Euphorbiaceae,11.7,12.5,11.38,15.68,S,2,20120322,12,12.5
T18,39,seringueira,Hevea brasiliensis,Euphorbiaceae,59.5,57.5,29.09,42.43,C,2,20120322,60.8,62.5
T18,40,iperana,Eperua bijuga,Fabaceae,18.9,17.5,14.92,24.99,S,2,20120322,19.2,17.5
T18,41,matamata branco,Eschweilera coriacea,Lecythidaceae,43.6,42.5,25.07,35.54,C,2,20120322,43.8,42.5
T18,42,jarana,Lecythis lurida,Lecythidaceae,54.7,52.5,24.6,36.87,C,2,20120322,55.4,57.5
T18,43,abiurana,Pouteria gongrijpii,Sapotaceae,39.6,37.5,20.63,29.47,S,2,20120322,39.7,37.5
T18,44,caramuxi,Pouteria hispida,Sapotaceae,39.4,37.5,22.65,36.25,C,2,20120322,40,42.5
T18,45,embauba branca,Cecropia palmata,Urticaceae,38.9,37.5,29.76,39.33,E,1,20120322,40.5,42.5
T18,46,goiabao,Pradosia cochlearia,Sapotaceae,15,17.5,14.39,20.02,S,3,20120322,14.8,12.5
T18,47,breu barrote,Tetragastris panamensis,Burseraceae,56,57.5,15.4,26.43,S,2,20120322,60,62.5
T18,48,goiabao,Pradosia cochlearia,Sapotaceae,13.5,12.5,11.67,21.36,S,1,20120322,13.7,12.5
T18,50,jatereu,Lecythis idatimon,Lecythidaceae,27.4,27.5,12.81,25.85,C,2,20120322,27.6,27.5
T18,51,capueiro,Rinorea guianensis,Violaceae,12,12.5,9.29,12.65,S,3,20120322,12,12.5
T18,52,louro preto,Ocotea cernua,Lauraceae,32.3,32.5,20.78,31.44,S,1,20120322,33.1,32.5
T18,53,axixa,Sterculia pruriens,Malvaceae,41.4,42.5,25.5,39.33,C,2,20120322,41.9,42.5
T18,54,roxinho,Peltogyne lecointei,Fabaceae,50,52.5,24.67,43.68,C,2,20120322,55,57.5
T18,55,fava amarela,Parkia sp.,Fabaceae,13.5,12.5,8.42,13.65,S,2,20120322,14,12.5
T18,56,breu vermelho,Protium hebetatum,Burseraceae,42.1,42.5,27.34,38.88,S,2,20120322,44.9,42.5
T18,58,parajuba,Manilkara bidentata,Sapotaceae,77.8,77.5,31.34,43.14,E,1,20120322,76.5,77.5
T18,59,embauba branca,Cecropia palmata,Urticaceae,37.7,37.5,29.99,41.54,E,1,20120322,39,37.5
T18,60,pau-jacare,Laetia procera,Salicaceae,10.8,12.5,8,12.68,S,2,20120322,11.4,12.5
T18,61,jatereu,Lecythis idatimon,Lecythidaceae,12.2,12.5,7.57,10.81,S,2,20120322,12.2,12.5
T18,62,breu barrote,Tetragastris panamensis,Burseraceae,73,72.5,22.49,34.88,S,2,20120322,73.3,72.5
T18,63,matamata branco,Eschweilera coriacea,Lecythidaceae,40,42.5,24.59,38.13,S,2,20120322,54.6,52.5
T18,64,andirobarana,Guarea guidonia,Meliaceae,29.6,27.5,13.8,23.45,S,2,20120322,29.7,27.5
T18,65,abiu cramuri,NA,NA,57.7,57.5,23.91,36.9,C,2,20120322,59,57.5
T18,66,caferana,Quiina florida,Ochnaceae,35.8,37.5,16.21,26.76,E,1,20120322,36,37.5
T18,67,jatereu,Lecythis idatimon,Lecythidaceae,12.3,12.5,8.42,16.2,S,2,20120322,12.9,12.5
T18,68,breu barrote,Tetragastris panamensis,Burseraceae,55,57.5,11.61,22.03,S,2,20120322,60,62.5
T18,69,matamata branco,Eschweilera coriacea,Lecythidaceae,65,67.5,23.51,43.1,S,2,20120322,70,72.5
T18,70,tachi preto,Tachigali myrmecophila,Fabaceae,37.6,37.5,20.07,38.55,E,1,20120322,39.4,37.5
T18,71,abiu canelado,Micropholis crassipedicellata,Sapotaceae,62.4,62.5,30.34,48.45,C,2,20120322,62.5,62.5
T18,72,jatereu,Lecythis idatimon,Lecythidaceae,12.2,12.5,6.6,12.6,S,2,20120322,#N/A,#N/A
T18,73,jatereu,Lecythis idatimon,Lecythidaceae,39.2,37.5,25.77,43.36,C,2,20120322,#N/A,#N/A
T18,74,jarana,Lecythis lurida,Lecythidaceae,44.7,42.5,20.53,40.29,C,2,20120322,#N/A,#N/A
T18,75,abiurana branca,Pouteria guianensis,Sapotaceae,53,52.5,29.68,45.42,C,2,20120322,#N/A,#N/A
T18,76,jatereu,Lecythis idatimon,Lecythidaceae,26.2,27.5,17.24,29.03,S,1,20120322,27,27.5
T18,77,abiurana,Pouteria gongrijpii,Sapotaceae,42,42.5,17.15,35.1,C,1,20120322,63.1,62.5
T18,78,tachirana,Stryphnodendron paniculatum,Fabaceae,37,37.5,14.53,25.87,C,2,20120322,38.9,37.5
T18,79,matamata branco,Eschweilera coriacea,Lecythidaceae,47.3,47.5,20.84,35.66,C,2,20120322,50.3,52.5
T18,80,sucupira babona,Diplotropis sp.,Fabaceae,12.3,12.5,12.69,19.97,S,2,20120322,#N/A,#N/A
T18,81,tachirana,Stryphnodendron paniculatum,Fabaceae,69.9,67.5,6.78,10.96,E,1,20120322,72,72.5
T18,82,guariuba,Clarisia racemosa,Moraceae,16,17.5,32.57,47.62,S,2,20120322,17,17.5
T18,83,abiurana,Pouteria gongrijpii,Sapotaceae,35,37.5,22.62,33.1,C,2,20120322,36.7,37.5
T18,84,pau-jacare,Laetia procera,Salicaceae,48.6,47.5,20.67,38.05,E,1,20120322,50.5,52.5
T18,85,jarana,Lecythis lurida,Lecythidaceae,47.9,47.5,18.89,29.47,S,2,20120322,#N/A,#N/A
T18,86,matamata branco,Eschweilera coriacea,Lecythidaceae,36.7,37.5,13.3,19.03,S,2,20120322,37.5,37.5
T18,87,cucutitiriba,Pouteria sp.,Sapotaceae,20.1,22.5,5.41,9.71,S,2,20120322,20.4,22.5
T18,88,freijo branco,Cordia scabrifolia,Boraginaceae,35.9,37.5,7.2,14.23,S,2,20120322,36.3,37.5
T18,89,matamata branco,Eschweilera coriacea,Lecythidaceae,13.5,12.5,4.06,6.01,S,2,20120322,13.8,12.5
T18,90,jatereu,Lecythis idatimon,Lecythidaceae,20.8,22.5,7.16,11.61,S,2,20120322,20.7,22.5
T18,91,tachi branco,Tachigali paniculata,Fabaceae,14.7,12.5,5.77,9.77,S,2,20120322,14.8,12.5
T18,92,freijo branco,Cordia scabrifolia,Boraginaceae,39.7,37.5,7.28,12.34,S,2,20120322,40.5,42.5
T18,93,inhare,Helicostylis sp.,Moraceae,11.1,12.5,4.95,7.45,S,2,20120322,11.1,12.5
T18,94,matamata branco,Eschweilera coriacea,Lecythidaceae,10,12.5,4.28,6.54,S,2,20120322,10.4,12.5
T18,95,matamata branco,Eschweilera coriacea,Lecythidaceae,11.4,12.5,6.06,10,S,2,20120322,11.8,12.5
T18,96,tachi branco,Tachigali paniculata,Fabaceae,77,77.5,17.32,32.86,E,1,20120322,79,77.5
T18,97,goiabao,Pradosia cochlearia,Sapotaceae,41,42.5,14.58,18.23,C,2,20120322,41.6,42.5
T18,98,capueiro,Rinorea guianensis,Violaceae,14.9,12.5,7.93,11.72,S,1,20120322,15.8,17.5
T18,99,matamata branco,Eschweilera coriacea,Lecythidaceae,16.4,17.5,9.77,11.26,S,2,20120322,17,17.5
T18,100,morta,NA,NA,56.3,57.5,NA,9.85,NA,NA,20120322,#N/A,#N/A
T18,101,capueiro,Rinorea guianensis,Violaceae,19.5,17.5,8.48,19.08,S,2,20120322,20.3,22.5
T18,102,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,56,57.5,25.93,44.36,C,2,20120322,#N/A,#N/A
T18,103,capueiro,Rinorea guianensis,Violaceae,10.7,12.5,7.26,12.02,S,2,20120322,11.2,12.5
T18,104,parajuba,Manilkara bidentata,Sapotaceae,11.4,12.5,6.12,12.18,S,2,20120322,11.4,12.5
T18,105,capueiro,Rinorea guianensis,Violaceae,10.5,12.5,7.13,12.58,S,2,20120322,10.7,12.5
T18,106,jatereu,Lecythis idatimon,Lecythidaceae,20.6,22.5,10.66,12.91,S,2,20120322,20.8,22.5
T18,107,matamata branco,Eschweilera coriacea,Lecythidaceae,38.9,37.5,9.47,10.92,C,1,20120322,38.9,37.5
T18,108,capueiro,Rinorea guianensis,Violaceae,10.5,12.5,7.62,12.01,S,2,20120322,10.5,12.5
T18,109,matamata branco,Eschweilera coriacea,Lecythidaceae,37.2,37.5,11.6,15.36,C,2,20120322,38.8,37.5
T18,110,tauari,Couratari stellata,Lecythidaceae,76,77.5,20.01,32.13,C,2,20120322,68,67.5
T18,111,axixa,Sterculia pruriens,Malvaceae,11.8,12.5,4.19,7.04,S,2,20120322,11.8,12.5
T18,112,louro preto,Ocotea cernua,Lauraceae,49.9,47.5,13.53,22.21,C,2,20120322,50.5,52.5
T18,113,matamata branco,Eschweilera coriacea,Lecythidaceae,44.2,42.5,8.67,13.66,C,2,20120322,44.2,42.5
T18,115,matamata branco,Eschweilera coriacea,Lecythidaceae,39.2,37.5,13.65,22.31,C,2,20120322,39.2,37.5
T18,116,abiurana branca,Pouteria guianensis,Sapotaceae,12.6,12.5,4.36,11.63,S,2,20120322,14.3,12.5
T18,117,matamata vermelho,Eschweilera coriacea,Lecythidaceae,10.5,12.5,4.95,7.49,S,2,20120322,11,12.5
T18,118,acoita-cavalo,Luehea speciosa,Malvaceae,34,32.5,13.96,26.27,E,1,20120322,34,32.5
T18,119,jatereu,Lecythis idatimon,Lecythidaceae,11.8,12.5,10.36,17.27,S,2,20120322,11.8,12.5
T18,120,matamata preto,Eschweilera ovata,Lecythidaceae,15.8,17.5,8.73,13.48,S,2,20120322,16.3,17.5
T18,121,abiurana,Pouteria gongrijpii,Sapotaceae,40.4,42.5,12.9,17.5,C,2,20120322,40.6,42.5
T18,122,angelim rajado,Zygia racemosa,Fabaceae,28.2,27.5,5.45,8.64,S,2,20120322,28.4,27.5
T18,123,parajuba,Manilkara bidentata,Sapotaceae,80.4,82.5,21.39,32.74,E,1,20120322,#N/A,#N/A
T18,124,jatereu,Lecythis idatimon,Lecythidaceae,23.2,22.5,3.3,5.34,S,2,20120322,#N/A,#N/A
T18,125,canela-de-jacamim,Rinorea pubiflora,Violaceae,15.7,17.5,9.34,16.93,S,2,20120322,#N/A,#N/A
T18,126,breu barrote,Tetragastris panamensis,Burseraceae,40.8,42.5,15.96,22.83,S,2,20120322,#N/A,#N/A
T18,127,matamata branco,Eschweilera coriacea,Lecythidaceae,42.9,42.5,12.29,21.32,C,2,20120322,#N/A,#N/A
T18,128,guajara branco,Pouteria sp.,Sapotaceae,43.4,42.5,14.16,21.22,C,2,20120322,#N/A,#N/A
T19,1,macaranduba,Manilkara huberi,Sapotaceae,69.1,67.5,24.68,42.22,E,1,20120316,69.7,67.5
T19,2,jatereu,Lecythis idatimon,Lecythidaceae,20.8,22.5,12.04,19.27,S,2,20120316,21.3,22.5
T19,3,fava-saboeiro,Abarema jupunba,Fabaceae,53.8,52.5,16.48,27.06,S,2,20120316,57,57.5
T19,4,abiurana,Pouteria gongrijpii,Sapotaceae,12,12.5,8.5,13.39,S,2,20120316,12,12.5
T19,5,morta,NA,NA,16.5,17.5,NA,13.71,NA,NA,20120316,#N/A,#N/A
T19,6,breu barrote,Tetragastris panamensis,Burseraceae,37.5,37.5,24.05,31.71,C ,2,20120316,38,37.5
T19,8,macucu,Licania guianensis,Chrysobalanaceae,52.1,52.5,12.05,20.3,C,1,20120316,52.3,52.5
T19,9,joao-mole,Neea oppositifolia,Nyctaginaceae,14.1,12.5,4.75,9.94,S,2,20120316,14.2,12.5
T19,10,macaranduba,Manilkara huberi,Sapotaceae,52.2,52.5,10.96,21.75,E,1,20120316,53,52.5
T19,11,breu vermelho,Protium hebetatum,Burseraceae,17.6,17.5,11.84,19.23,S,1,20120316,17.9,17.5
T19,12,jatereu,Lecythis idatimon,Lecythidaceae,19.5,17.5,13.74,21.13,S,2,20120316,19.7,17.5
T19,13,matamata vermelho,Eschweilera coriacea,Lecythidaceae,10.9,12.5,5.94,12.59,S,2,20120316,10.9,12.5
T19,14,breu vermelho,Protium hebetatum,Burseraceae,47,47.5,20.13,30.15,C,2,20120316,47.2,47.5
T19,15,tachi preto,Tachigali myrmecophila,Fabaceae,34.7,32.5,13.01,24.41,S,2,20120316,38.9,37.5
T19,16,capueiro,Rinorea guianensis,Violaceae,12,12.5,6.76,11.62,S,2,20120316,12.2,12.5
T19,17,abiurana,Pouteria gongrijpii,Sapotaceae,13,12.5,9.8,15.44,S,2,20120316,13.4,12.5
T19,18,abiurana,Pouteria gongrijpii,Sapotaceae,14.8,12.5,8.82,14.58,S,2,20120316,14.8,12.5
T19,19,capueiro,Rinorea guianensis,Violaceae,18.9,17.5,6.71,10.39,S,2,20120316,20.2,22.5
T19,20,morta,NA,NA,54.5,52.5,NA,3.35,NA,NA,20120316,54,52.5
T19,21,jatereu,Lecythis idatimon,Lecythidaceae,14.1,12.5,5.21,7.16,S,3,20120316,14.2,12.5
T19,22,taperebarana,Spondias sp.,Anacardiaceae,14,12.5,4.52,7.26,S,2,20120316,14,12.5
T19,23,axixa,Sterculia pruriens,Malvaceae,12.2,12.5,5.92,9.62,S,2,20120316,12,12.5
T19,24,tachi branco,Tachigali paniculata,Fabaceae,47.8,47.5,18.7,30.01,E,1,20120316,48.9,47.5
T19,25,breu barrote,Tetragastris panamensis,Burseraceae,20.9,22.5,5.26,11.45,S,2,20120316,22.1,22.5
T19,26,abiurana branca,Pouteria guianensis,Sapotaceae,16.8,17.5,5.69,10.43,S,2,20120316,16.9,17.5
T19,27,abiurana branca,Pouteria guianensis,Sapotaceae,44.3,42.5,14.09,25.19,S,2,20120316,44.1,42.5
T19,28,morta,NA,NA,37.8,37.5,NA,14.69,NA,NA,20120316,#N/A,#N/A
T19,29,breu barrote,Tetragastris panamensis,Burseraceae,55.5,57.5,17.7,30.14,C,2,20120316,55.6,57.5
T19,30,inga branco,Inga thibaudiana,Fabaceae,28.1,27.5,8.86,16.95,C,2,20120316,28.7,27.5
T19,31,casca seca,Licania canescens,Chrysobalanaceae,25.8,27.5,16.22,26.34,C,2,20120316,26.2,27.5
T19,32,uxi,Endopleura uchi,Humiriaceae,65.9,67.5,24.05,38.84,E,1,20120316,62.2,62.5
T19,33,breu barrote,Tetragastris panamensis,Burseraceae,10.8,12.5,4.54,8.58,S,2,20120316,11.4,12.5
T19,34,roxinho,Peltogyne lecointei,Fabaceae,46,47.5,18.27,38.26,E,1,20120316,47,47.5
T19,35,matamata branco,Eschweilera coriacea,Lecythidaceae,11.4,12.5,4.83,8.73,S,1,20120316,11.9,12.5
T19,36,abiurana,Pouteria gongrijpii,Sapotaceae,35,37.5,24.99,42.96,E,2,20120316,37,37.5
T19,37,maria preta,Ziziphus sp.,Rhamnaceae,48.8,47.5,20.55,31.01,C,2,20120316,49.7,47.5
T19,38,abiurana branca,Pouteria guianensis,Sapotaceae,33.3,32.5,19.78,27.64,C,2,20120316,34.1,32.5
T19,39,morta,NA,NA,111.7,112.5,NA,37.06,NA,NA,20120316,111,112.5
T19,40,abiurana,Pouteria gongrijpii,Sapotaceae,49.1,47.5,23.22,34.45,E,2,20120316,49.8,47.5
T19,41,breu barrote,Tetragastris panamensis,Burseraceae,45,47.5,11.55,18.96,S,2,20120316,47,47.5
T19,42,abiurana branca,Pouteria guianensis,Sapotaceae,16.4,17.5,6.59,13.21,S,2,20120316,16.1,17.5
T19,43,mato,NA,NA,17.8,17.5,7.5,14.37,S,2,20120316,18.2,17.5
T19,44,capueiro,Rinorea guianensis,Violaceae,11.9,12.5,7.34,12.89,S,2,20120316,12,12.5
T19,45,matamata vermelho,Eschweilera coriacea,Lecythidaceae,16.4,17.5,8.08,15.54,S,2,20120316,16.4,17.5
T19,46,jatereu,Lecythis idatimon,Lecythidaceae,21.4,22.5,11.37,19.14,S,2,20120316,21.8,22.5
T19,47,morta,NA,NA,110,112.5,NA,6.18,NA,NA,20120316,110,112.5
T19,48,capueiro,Rinorea guianensis,Violaceae,12.4,12.5,7.57,10.97,S,2,20120316,12.8,12.5
T19,49,caramuxi,Pouteria hispida,Sapotaceae,55.9,57.5,12.68,22.68,E,1,20120316,56.9,57.5
T19,50,abiurana,Pouteria gongrijpii,Sapotaceae,39.7,37.5,10.53,26.68,E,1,20120316,39.7,37.5
T19,51,guajara cinza,Pouteria sp.,Sapotaceae,45.3,47.5,9.65,25.15,C,2,20120316,45.1,47.5
T19,52,capueiro,Rinorea guianensis,Violaceae,17,17.5,10.92,15.27,S,2,20120316,18.6,17.5
T19,53,capueiro,Rinorea guianensis,Violaceae,17.9,17.5,13.7,23.9,S,2,20120316,18.2,17.5
T19,54,parajuba,Manilkara bidentata,Sapotaceae,47.4,47.5,18.18,28.54,C,2,20120316,48.8,47.5
T19,55,canela-de-jacamim,Rinorea pubiflora,Violaceae,16.2,17.5,8.21,15.01,S,2,20120316,16.3,17.5
T19,56,breu barrote,Tetragastris panamensis,Burseraceae,55.6,57.5,18.67,35.59,C,2,20120316,56.1,57.5
T19,57,seringarana,Micrandra minor,Euphorbiaceae,68.3,67.5,22.97,32.56,E,1,20120316,68.7,67.5
T19,58,breu barrote,Tetragastris panamensis,Burseraceae,37.8,37.5,17.97,25.94,C,2,20120316,38,37.5
T19,59,louro-abacate,Ocotea glomerata,Lauraceae,36.6,37.5,16.09,20.12,S,2,20120316,36.2,37.5
T19,60,parapara,Jacaranda copaia,Bignoniaceae,47.1,47.5,24.11,33.49,E,1,20120316,47.7,47.5
T19,61,parajuba,Manilkara bidentata,Sapotaceae,48.1,47.5,26.65,35.83,E,1,20120316,47.2,47.5
T19,62,inga amarelo,Inga sp.,Fabaceae,28.2,27.5,16.89,25.09,S,2,20120316,28.5,27.5
T19,63,cacau,Theobroma glaucum,Malvaceae,11.1,12.5,11.82,15.6,S,2,20120316,12,12.5
T19,64,mato,NA,NA,35.2,37.5,13.73,18.12,C,1,20120316,#N/A,#N/A
T19,65,tento,Ormosia grossa,Fabaceae,10.5,12.5,9.56,14.6,S,2,20120316,10.7,12.5
T19,66,casca doce,Coussarea brevicaulis,Rubiaceae,18.3,17.5,9.43,13.17,S,1,20120316,18.4,17.5
T19,67,goiabao,Pradosia cochlearia,Sapotaceae,36.9,37.5,14.61,17.96,S,1,20120316,36.9,37.5
T19,68,morta,NA,NA,40.6,42.5,NA,22.37,NA,NA,20120316,40.5,42.5
T19,69,freijo branco,Cordia scabrifolia,Boraginaceae,41.5,42.5,17.48,27.96,S,1,20120316,41.7,42.5
